,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號就中午之前提供資料並由組長新代好報告完畢,"[['呃', '就', 10, 11], ['假', '資', 17, 18], ['意', '料', 18, 19], ['是', '並', 19, 20], ['回', '組', 21, 22], ['復', '長', 22, 23], ['計', '新', 23, 24], ['管', '代', 24, 25], ['組', '好', 25, 26]]",0.1724137931034483,0.3103448275862069
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重點是在固騰式梯電機預建及水力大大同時專用畫做調案,"[['定', '騰', 6, 7], ['死', '式', 7, 8], ['起', '梯', 8, 9], ['中', '電', 9, 10], ['新', '預', 11, 12], ['講', '建', 12, 13], ['積', '及', 13, 14], ['壓', '水', 14, 15], ['用', '大', 16, 17], ['請', '大', 17, 18], ['及', '同', 18, 19], ['高', '時', 19, 20], ['壓', '專', 20, 21], ['請', '用', 21, 22], ['去', '畫', 22, 23], ['剛', '做', 23, 24], ['評', '調', 24, 25], ['備', '案', 25, 26]]",0.4615384615384616,0.6538461538461539
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,受受管制的做停送那請宣導同仁要配合而且要注意,"[['到', '受', 1, 2], ['室', '制', 3, 4], ['盡', '的', 4, 5], ['止', '做', 5, 6], ['冊', '送', 7, 8], ['那', '而', 17, 18]]",0.18181818181818185,0.18181818181818182
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,一一請各單位在一月五號前中午完成年案的報送,"[['第', '一', 0, 1], ['八', '五', 9, 10], ['業', '年', 16, 17], ['份', '案', 17, 18], ['工', '送', 20, 21]]",0.21739130434782608,0.34782608695652173
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,轉轉轉個支支管組的簽業那目前就在,"[['進', '轉', 0, 1], ['行', '轉', 1, 2], ['用', '轉', 2, 3], ['部', '個', 3, 4], ['呃', '支', 4, 5], ['結', '支', 5, 6], ['林', '組', 7, 8], ['外', '的', 8, 9], ['作', '簽', 9, 10], ['時', '目', 12, 13], ['光', '前', 13, 14], ['期', '就', 14, 15], ['間', '在', 15, 16]]",0.5,0.875
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好安的檢查那第二件事是阿本院那個資資的,"[['阿', '好', 0, 1], ['先', '安', 1, 2], ['行', '的', 2, 3], ['喔', '阿', 11, 12], ['備', '資', 16, 17], ['屋', '資', 17, 18], ['水', '的', 18, 19]]",0.3,0.35
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線並全呈上齊報告完畢,"[['然', '並', 14, 15], ['後', '全', 15, 16], ['全', '呈', 16, 17], ['到', '上', 17, 18]]",0.041666666666666664,0.16666666666666666
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,院長室簽擬簽呃的二導副主正以上長官的工作獎金,"[['示', '室', 2, 3], ['以', '擬', 4, 5], ['春', '簽', 5, 6], ['節', '呃', 6, 7], ['級', '導', 9, 10], ['管', '正', 12, 13]]",0.2608695652173913,0.17391304347826086
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十五及十六就是明後兩天院部的安室要到,"[['即', '及', 6, 7], ['時', '十', 7, 8], ['行', '是', 10, 11], ['民', '明', 11, 12], ['令', '院', 15, 16], ['工', '的', 17, 18]]",0.2272727272727273,0.045454545454545456
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙資控組做實施電材組簡組長,"[['導', '資', 8, 9], ['織', '做', 11, 12], ['及', '施', 13, 14], ['指', '電', 14, 15], ['單', '組', 18, 19], ['位', '長', 19, 20]]",0.2,0.4
10,本所來執行本年度第一季的作業安全督檢,本所來執行本年度必一記的阿這業安全督件,本所來執行本年度的一零一零用作安全督查,"[['必', '的', 8, 9], ['記', '零', 10, 11], ['的', '一', 11, 12], ['阿', '零', 12, 13], ['這', '用', 13, 14], ['業', '作', 14, 15], ['件', '查', 18, 19]]",0.2777777777777778,0.3888888888888889
11,那第二件事是那個本院的廢污水的接管工程,那第二件事謝個本院的費屋室的提管工程,那第二件事情喔本有的五玄站的工工喔程,"[['謝', '情', 5, 6], ['個', '喔', 6, 7], ['院', '有', 8, 9], ['費', '五', 10, 11], ['屋', '玄', 11, 12], ['室', '站', 12, 13], ['提', '工', 14, 15], ['管', '工', 15, 16], ['工', '喔', 16, 17]]",0.3157894736842105,0.5263157894736842
12,及參與人員以利報工及加班的申請作業,及參與人員以利報公及加班的申請作業,及參與人員以利報工及加班的申請作業,"[['公', '工', 8, 9]]",0.05882352941176471,0.0
13,好從今天開始大概有兩三星期的時間會在,那從今天開始大概有兩三個星期時間會在,那從今天開始大概有兩三個星期時間會在,[],0.16666666666666666,0.16666666666666666
14,電子所三零七三零九還有本所三一零館,呃電子所三零七三零九還有本所三一名館,呃本控所三零七三零九還有本所三一零的,"[['電', '本', 1, 2], ['子', '控', 2, 3], ['名', '零', 16, 17], ['館', '的', 17, 18]]",0.1176470588235294,0.23529411764705882
15,所長各位長官早工安組幾件事情提報,把所長各位長官早工安組阿幾件事性提報,呃所長各位長官早工安組有幾件事情提報,"[['把', '呃', 0, 1], ['阿', '有', 11, 12], ['性', '情', 15, 16]]",0.1875,0.125
16,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,[],0.0,0.0
17,不要因為方便任意跨入管制區,好不要因為幫便院益畫入管制去,小住都因為圖便宜便而入不院區,"[['好', '小', 0, 1], ['不', '住', 1, 2], ['要', '都', 2, 3], ['幫', '圖', 5, 6], ['院', '宜', 7, 8], ['益', '便', 8, 9], ['畫', '而', 9, 10], ['管', '不', 11, 12], ['制', '院', 12, 13], ['去', '區', 13, 14]]",0.4615384615384616,0.6923076923076923
18,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,[],0.0,0.0
19,承辦單位報告所長好報告所長回報人數,承辦單位報告週長好報告所長回報人數,承辦單位報告大長好報告所長回報人數,"[['週', '大', 6, 7]]",0.05882352941176471,0.058823529411764705
20,好附近館舍的部份停車格會陸續的,阿附近管舍部份評的可能回陸續的,那這各工程的的改估陸會帶來新的,"[['阿', '那', 0, 1], ['附', '這', 1, 2], ['近', '各', 2, 3], ['管', '工', 3, 4], ['舍', '程', 4, 5], ['部', '的', 5, 6], ['份', '的', 6, 7], ['評', '改', 7, 8], ['的', '估', 8, 9], ['可', '陸', 9, 10], ['能', '會', 10, 11], ['回', '帶', 11, 12], ['陸', '來', 12, 13], ['續', '新', 13, 14]]",0.5333333333333333,0.8666666666666667
21,報告所長財務組本週無提報事項,報告所長財務組本週無提報事項,報告所長網科組本週無提報事項,"[['財', '網', 4, 5], ['務', '科', 5, 6]]",0.0,0.14285714285714285
22,而遭到糾舉還有影響安全,找到九據還有影響安全,建新好源要有細據發估,"[['找', '建', 0, 1], ['到', '新', 1, 2], ['九', '好', 2, 3], ['據', '源', 3, 4], ['還', '要', 4, 5], ['影', '細', 6, 7], ['響', '據', 7, 8], ['安', '發', 8, 9], ['全', '估', 9, 10]]",0.3636363636363637,0.9090909090909091
23,天頻吳主持人在計管組上線,天頻吳主持人在計管組上線,天頻吳主持人在計管組上線,[],0.0,0.0
24,精電組胡組長在電子戰組上線,精電組胡組長在電子戰組上線,精電組胡組長在電材組組上線,"[['子', '材', 8, 9], ['戰', '組', 9, 10]]",0.0,0.15384615384615385
25,由楊建文副主持人代理上線,由楊建文副主持人代理上線,由楊建國副主組人代理上線,"[['文', '國', 3, 4], ['持', '組', 6, 7]]",0.0,0.16666666666666666
26,那請相關單位配合那本組會在,那請相關單位配合那本組會在,那請相關單位配合那本組會在,[],0.0,0.0
27,全員到齊然後大成計畫,全元到齊然後大成計畫,精精指案然後大成計畫,"[['全', '精', 0, 1], ['元', '精', 1, 2], ['到', '指', 2, 3], ['齊', '案', 3, 4]]",0.1,0.4
28,好請財務組黃組長,好請財務組黃組長,好請財務組黃組長,[],0.0,0.0
29,所長好今天應到三十一員,所長好今天應到三十一員,所長好今天應到三十一員,[],0.0,0.0
30,好現在請鍾計管組鍾組長,好加請中計管組鍾組長,好請請計計管組鍾組長,"[['加', '請', 1, 2], ['中', '計', 3, 4]]",0.2727272727272727,0.2727272727272727
31,好好請繼續,好好請繼續,好好謝謝長,"[['請', '謝', 2, 3], ['繼', '謝', 3, 4], ['續', '長', 4, 5]]",0.0,0.6
32,通信組導控組遙控組天頻專管組天齊專管組天齊系工組等六個單位,通信組導控組遙控組陳頻專管組天齊專管組天齊是工組本六個單位,分別組導控組遙控組天頻專管組天齊專管組天齊系工組等六個單仁,"[['通', '分', 0, 1], ['信', '別', 1, 2], ['陳', '天', 9, 10], ['是', '系', 21, 22], ['本', '等', 24, 25], ['位', '仁', 28, 29]]",0.10344827586206896,0.10344827586206896
33,將於明天明天由楊副所長帶隊前往辦理以上是一項報告報告完畢,將於明天喔你那有楊副所長拜對喔而前忙辦理第三十一項報告報告完畢,等於明近喔請那個請主任要拜訪喔而且要幫來喔評好一次報報報告完畢,"[['將', '等', 0, 1], ['天', '近', 3, 4], ['你', '請', 5, 6], ['有', '個', 7, 8], ['楊', '請', 8, 9], ['副', '主', 9, 10], ['所', '任', 10, 11], ['長', '要', 11, 12], ['對', '訪', 13, 14], ['前', '且', 16, 17], ['忙', '要', 17, 18], ['辦', '幫', 18, 19], ['理', '來', 19, 20], ['第', '喔', 20, 21], ['三', '評', 21, 22], ['十', '好', 22, 23], ['項', '次', 24, 25], ['告', '報', 26, 27]]",0.42857142857142855,0.8214285714285714
34,將簽奉副所長核定之需求規劃書含審查表送本組續辦報告完畢,將簽工副所長核定資需求規劃書安審查表重本組續辦報告完畢,已採導或進部核核的評務規劃書儘速本點送本組續辦報告完畢,"[['將', '已', 0, 1], ['簽', '採', 1, 2], ['工', '導', 2, 3], ['副', '或', 3, 4], ['所', '進', 4, 5], ['長', '部', 5, 6], ['定', '核', 7, 8], ['資', '的', 8, 9], ['需', '評', 9, 10], ['求', '務', 10, 11], ['安', '儘', 14, 15], ['審', '速', 15, 16], ['查', '本', 16, 17], ['表', '點', 17, 18], ['重', '送', 18, 19]]",0.14814814814814814,0.5185185185185185
35,呃所長還有各位長官早安品後組本周有一項報告那配合那個,呃所長還有各位長官早安龍品後組本週的一項報告喔那跟那個,呃所長還有各位長官早安好品後組本週有一項報告喔那請那個,"[['龍', '好', 11, 12], ['的', '有', 17, 18], ['跟', '請', 24, 25]]",0.2307692307692308,0.19230769230769232
36,八年研究試製的急單提案請各個需求單位在一月三十一號之前,八年研究是製的及團提案請各需求單位在一月三十一要之前,八年國國國款的急量購案請各需求單位在一月三十一號完成,"[['研', '國', 2, 3], ['究', '國', 3, 4], ['是', '國', 4, 5], ['製', '款', 5, 6], ['及', '急', 7, 8], ['團', '量', 8, 9], ['提', '購', 9, 10], ['要', '號', 23, 24], ['之', '完', 24, 25], ['前', '成', 25, 26]]",0.1851851851851852,0.3333333333333333
37,一零八年一月十五日上線將本院定額微額履約,一零八年一月十五日上線將本院定額唯有履約,一零組零一月十五日上經將本院定額採額一額,"[['八', '組', 2, 3], ['年', '零', 3, 4], ['線', '經', 10, 11], ['唯', '採', 16, 17], ['有', '額', 17, 18], ['履', '一', 18, 19], ['約', '額', 19, 20]]",0.1,0.3
38,第三件是奉旨示將安排所長在一月二十三的上的下星期,第三件事是奉解是將安排所長在一月二三點上下事蹟,第三件事是奉旨示將安排所長在一月二三三的下班五,"[['解', '旨', 6, 7], ['是', '示', 7, 8], ['點', '三', 18, 19], ['上', '的', 19, 20], ['事', '班', 21, 22], ['蹟', '五', 22, 23]]",0.3333333333333333,0.25
39,那最後是所長剛指示的事項已洽詢該所的工安組組長,那最後謝所長剛解示的事項一搶詢開攝的工安組組長,那另剛剛所丁剛剛示的最有一點有附建議那由組組長,"[['最', '另', 1, 2], ['後', '剛', 2, 3], ['謝', '剛', 3, 4], ['長', '丁', 5, 6], ['解', '剛', 7, 8], ['事', '最', 10, 11], ['項', '有', 11, 12], ['搶', '點', 13, 14], ['詢', '有', 14, 15], ['開', '附', 15, 16], ['攝', '建', 16, 17], ['的', '議', 17, 18], ['工', '那', 18, 19], ['安', '由', 19, 20]]",0.2608695652173913,0.6521739130434783
40,第一點本所各單位跨年度工令共有三十張分屬,第一點本所各單位跨年度工電共有三十張分屬,第一點本所各單位跨年度工令共有三十張分屬,"[['電', '令', 12, 13]]",0.05,0.0
41,所長各位副所長各位長官大家早本週無提報事項報告完畢,所長各位副所長各位長官大家早本週無提報事項報告完畢,所長各位副所長各位長官大家早本週無提報事項報告完畢,[],0.0,0.0
