,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號呃中午之前提供資單表由回覆的一組報告完畢,"[['假', '資', 17, 18], ['意', '單', 18, 19], ['是', '表', 19, 20], ['復', '覆', 22, 23], ['計', '的', 23, 24], ['管', '一', 24, 25]]",0.1724137931034483,0.20689655172413793
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重點是在本案式資上域是手的定使操池超時必電體的加的,"[['固', '本', 5, 6], ['定', '案', 6, 7], ['死', '式', 7, 8], ['起', '資', 8, 9], ['中', '上', 9, 10], ['機', '域', 10, 11], ['新', '是', 11, 12], ['講', '手', 12, 13], ['積', '的', 13, 14], ['壓', '定', 14, 15], ['力', '使', 15, 16], ['用', '操', 16, 17], ['請', '池', 17, 18], ['及', '超', 18, 19], ['高', '時', 19, 20], ['壓', '必', 20, 21], ['請', '電', 21, 22], ['去', '體', 22, 23], ['剛', '的', 23, 24], ['評', '加', 24, 25], ['備', '的', 25, 26]]",0.4615384615384616,0.7307692307692307
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,到工管制派止停練那請宣導同仁要配合而也要注意,"[['受', '到', 0, 1], ['到', '工', 1, 2], ['室', '制', 3, 4], ['盡', '派', 4, 5], ['冊', '練', 7, 8], ['那', '而', 17, 18], ['且', '也', 18, 19]]",0.18181818181818185,0.22727272727272727
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,所一請各單位在一月八號前中午完成一工的報工,"[['第', '所', 0, 1], ['業', '一', 16, 17], ['份', '工', 17, 18]]",0.21739130434782608,0.21739130434782608
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,針行那個作離的委關開業那施工部份,"[['進', '針', 0, 1], ['用', '那', 2, 3], ['部', '個', 3, 4], ['呃', '作', 4, 5], ['結', '離', 5, 6], ['管', '的', 6, 7], ['林', '委', 7, 8], ['外', '關', 8, 9], ['作', '開', 9, 10], ['時', '施', 12, 13], ['光', '工', 13, 14], ['期', '部', 14, 15], ['間', '份', 15, 16]]",0.5,0.625
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好先行檢查那第二件事是喔本們那個營管處,"[['阿', '好', 0, 1], ['院', '們', 13, 14], ['備', '營', 16, 17], ['屋', '管', 17, 18], ['水', '處', 18, 19]]",0.3,0.35
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,[],0.041666666666666664,0.041666666666666664
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,呃長要簽擬簽結的二級副主官以上長官的工作獎金,"[['院', '呃', 0, 1], ['示', '要', 2, 3], ['以', '擬', 4, 5], ['春', '簽', 5, 6], ['節', '結', 6, 7], ['管', '官', 12, 13]]",0.2608695652173913,0.08695652173913043
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十日及十後就是明後兩國院部工公程要到,"[['五', '日', 5, 6], ['即', '及', 6, 7], ['時', '十', 7, 8], ['六', '後', 8, 9], ['行', '是', 10, 11], ['民', '明', 11, 12], ['天', '國', 14, 15], ['令', '院', 15, 16], ['安', '公', 18, 19], ['室', '程', 19, 20]]",0.2272727272727273,0.22727272727272727
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙材組組玄以及資材組等單長,"[['導', '材', 8, 9], ['控', '組', 9, 10], ['織', '玄', 11, 12], ['實', '以', 12, 13], ['指', '資', 14, 15], ['簡', '等', 17, 18], ['位', '長', 19, 20]]",0.2,0.25
10,本所來執行本年度第一季的作業安全督檢,本所來執行本年度必一記的阿這業安全督件,本所來執行採年的第結季的工作業安全督檢,"[['本', '採', 5, 6], ['度', '的', 7, 8], ['必', '第', 8, 9], ['一', '結', 9, 10], ['記', '季', 10, 11], ['阿', '工', 12, 13], ['這', '作', 13, 14], ['件', '檢', 18, 19]]",0.2777777777777778,0.2222222222222222
11,那第二件事是那個本院的廢污水的接管工程,那第二件事謝個本院的費屋室的提管工程,那第二件事那是本院的數污案的改管工程,"[['謝', '那', 5, 6], ['個', '是', 6, 7], ['費', '數', 10, 11], ['屋', '污', 11, 12], ['室', '案', 12, 13], ['提', '改', 14, 15]]",0.3157894736842105,0.2631578947368421
12,及參與人員以利報工及加班的申請作業,及參與人員以利報公及加班的申請作業,及參與人員以利報工及加班的申請作業,"[['公', '工', 8, 9]]",0.05882352941176471,0.0
13,好從今天開始大概有兩三星期的時間會在,那從今天開始大概有兩三個星期時間會在,那從今天開始大概有兩三個星期時間會在,[],0.16666666666666666,0.16666666666666666
14,電子所三零七三零九還有本所三一零館,呃電子所三零七三零九還有本所三一名館,呃電子所三七七三六案還有本所三一零館,"[['零', '七', 5, 6], ['零', '六', 8, 9], ['九', '案', 9, 10], ['名', '零', 16, 17]]",0.1176470588235294,0.23529411764705882
15,所長各位長官早工安組幾件事情提報,把所長各位長官早工安組阿幾件事性提報,呃所長各位長官早工安組有幾件事情提報,"[['把', '呃', 0, 1], ['阿', '有', 11, 12], ['性', '情', 15, 16]]",0.1875,0.125
16,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,[],0.0,0.0
17,不要因為方便任意跨入管制區,好不要因為幫便院益畫入管制去,那不是上要太副把被人員項回區,"[['好', '那', 0, 1], ['要', '是', 2, 3], ['因', '上', 3, 4], ['為', '要', 4, 5], ['幫', '太', 5, 6], ['便', '副', 6, 7], ['院', '把', 7, 8], ['益', '被', 8, 9], ['畫', '人', 9, 10], ['入', '員', 10, 11], ['管', '項', 11, 12], ['制', '回', 12, 13], ['去', '區', 13, 14]]",0.4615384615384616,0.9230769230769231
18,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,[],0.0,0.0
19,承辦單位報告所長好報告所長回報人數,承辦單位報告週長好報告所長回報人數,承辦單位報告所長好報告所長回報人數,"[['週', '所', 6, 7]]",0.05882352941176471,0.0
