,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,軍職跟公教不一樣的地方是上校平均退伍年齡大概五十歲,之直登公找不一樣的地方訴上一小平晨退股內領的的十水,兩夫司媽交不一樣的地子拍車一小時停一費最多走六十萬,"[['之', '兩', 0, 1], ['直', '夫', 1, 2], ['登', '司', 2, 3], ['公', '媽', 3, 4], ['找', '交', 4, 5], ['方', '子', 10, 11], ['訴', '拍', 11, 12], ['上', '車', 12, 13], ['平', '時', 15, 16], ['晨', '停', 16, 17], ['退', '一', 17, 18], ['股', '費', 18, 19], ['內', '最', 19, 20], ['領', '多', 20, 21], ['的', '走', 21, 22], ['的', '六', 22, 23], ['水', '萬', 24, 25]]",0.6,0.76
1,退輔會的努力希望能夠堅持將這一些差異性,會的努力失望能過之子成自己師差與事,它的收力相當於給今年一倍好的收償率,"[['會', '它', 0, 1], ['努', '收', 2, 3], ['失', '相', 4, 5], ['望', '當', 5, 6], ['能', '於', 6, 7], ['過', '給', 7, 8], ['之', '今', 8, 9], ['子', '年', 9, 10], ['成', '一', 10, 11], ['自', '倍', 11, 12], ['己', '好', 12, 13], ['師', '的', 13, 14], ['差', '收', 14, 15], ['與', '償', 15, 16], ['事', '率', 16, 17]]",0.631578947368421,0.8947368421052632
2,那麼公務人員教師退休可以到六十五歲,所們對顧委也走思最收可到任損事,簡直覺抗不會是思考不可思做的事,"[['所', '簡', 0, 1], ['們', '直', 1, 2], ['對', '覺', 2, 3], ['顧', '抗', 3, 4], ['委', '不', 4, 5], ['也', '會', 5, 6], ['走', '是', 6, 7], ['最', '考', 8, 9], ['收', '不', 9, 10], ['到', '思', 11, 12], ['任', '做', 12, 13], ['損', '的', 13, 14]]",0.882352941176471,0.9411764705882353
3,那麼也肯定剛才幾位處長回答的,所麼也肯定幹在只未促造回答的,所麼也許常就是你要做做成術的,"[['肯', '許', 3, 4], ['定', '常', 4, 5], ['幹', '就', 5, 6], ['在', '是', 6, 7], ['只', '你', 7, 8], ['未', '要', 8, 9], ['促', '做', 9, 10], ['造', '做', 10, 11], ['回', '成', 11, 12], ['答', '術', 12, 13]]",0.5,0.7857142857142857
4,念大學大概都是他在當公教人員的時候念大學,並大學大度藏在等公交為熱練打,並規吵生生占用非公共設備通行,"[['大', '規', 1, 2], ['學', '吵', 2, 3], ['大', '生', 3, 4], ['度', '生', 4, 5], ['藏', '占', 5, 6], ['在', '用', 6, 7], ['等', '非', 7, 8], ['交', '共', 9, 10], ['為', '設', 10, 11], ['熱', '備', 11, 12], ['練', '通', 12, 13], ['打', '行', 13, 14]]",0.75,0.95
5,退役上校教補費的問題,最預上小就費毒題,最近的海魚來始了,"[['預', '近', 1, 2], ['上', '的', 2, 3], ['小', '海', 3, 4], ['就', '魚', 4, 5], ['費', '來', 5, 6], ['毒', '始', 6, 7], ['題', '了', 7, 8]]",0.7,1.0
6,那麼退役上校平均年齡五十歲,對於作著平均零五十歲,對於懷孕女己十十七歲,"[['作', '懷', 2, 3], ['著', '孕', 3, 4], ['平', '女', 4, 5], ['均', '己', 5, 6], ['零', '十', 6, 7], ['五', '十', 7, 8], ['十', '七', 8, 9]]",0.615384615384615,0.9230769230769231
7,防疫措施非常的嚴峻,防疫出了非常的嚴峻,夜型成了很大的難難,"[['防', '夜', 0, 1], ['疫', '型', 1, 2], ['出', '成', 2, 3], ['非', '很', 4, 5], ['常', '大', 5, 6], ['嚴', '難', 7, 8], ['峻', '難', 8, 9]]",0.222222222222222,0.8888888888888888
8,所以多數退役上校的子女,是多數最一上小的子女,是一個待待上市的家司,"[['多', '一', 1, 2], ['數', '個', 2, 3], ['最', '待', 3, 4], ['一', '待', 4, 5], ['小', '市', 6, 7], ['子', '家', 8, 9], ['女', '司', 9, 10]]",0.45454545454545503,0.8181818181818182
9,首先肯定退輔會,首先肯定退不會,雖然看定是市費,"[['首', '雖', 0, 1], ['先', '然', 1, 2], ['肯', '看', 2, 3], ['退', '是', 4, 5], ['不', '市', 5, 6], ['會', '費', 6, 7]]",0.14285714285714302,0.8571428571428571
