,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,軍職跟公教不一樣的地方是上校平均退伍年齡大概五十歲,之直登公找不一樣的地方訴上一小平晨退股內領的的十水,之前多司找不到我的工子他星一段時間直司虧損三十三萬,"[['直', '前', 1, 2], ['登', '多', 2, 3], ['公', '司', 3, 4], ['一', '到', 6, 7], ['樣', '我', 7, 8], ['地', '工', 9, 10], ['方', '子', 10, 11], ['訴', '他', 11, 12], ['上', '星', 12, 13], ['小', '段', 14, 15], ['平', '時', 15, 16], ['晨', '間', 16, 17], ['退', '直', 17, 18], ['股', '司', 18, 19], ['內', '虧', 19, 20], ['領', '損', 20, 21], ['的', '三', 21, 22], ['的', '十', 22, 23], ['十', '三', 23, 24], ['水', '萬', 24, 25]]",0.6,0.92
1,退輔會的努力希望能夠堅持將這一些差異性,會的努力失望能過之子成自己師差與事,單靠人人，盡才有可能成功你一成傷壞,"[['會', '單', 0, 1], ['的', '靠', 1, 2], ['努', '人', 2, 3], ['力', '人', 3, 4], ['失', '，', 4, 5], ['望', '盡', 5, 6], ['能', '才', 6, 7], ['過', '有', 7, 8], ['之', '可', 8, 9], ['子', '能', 9, 10], ['自', '功', 11, 12], ['己', '你', 12, 13], ['師', '一', 13, 14], ['差', '成', 14, 15], ['與', '傷', 15, 16], ['事', '壞', 16, 17]]",0.631578947368421,0.9473684210526315
2,那麼公務人員教師退休可以到六十五歲,所們對顧委也走思最收可到任損事,所以對於社會是是最大可能的一間,"[['們', '以', 1, 2], ['顧', '於', 3, 4], ['委', '社', 4, 5], ['也', '會', 5, 6], ['走', '是', 6, 7], ['思', '是', 7, 8], ['收', '大', 9, 10], ['到', '能', 11, 12], ['任', '的', 12, 13], ['損', '一', 13, 14], ['事', '間', 14, 15]]",0.882352941176471,0.9411764705882353
3,那麼也肯定剛才幾位處長回答的,所麼也肯定幹在只未促造回答的,所以也希望幹部是要發好效績的,"[['麼', '以', 1, 2], ['肯', '希', 3, 4], ['定', '望', 4, 5], ['在', '部', 6, 7], ['只', '是', 7, 8], ['未', '要', 8, 9], ['促', '發', 9, 10], ['造', '好', 10, 11], ['回', '效', 11, 12], ['答', '績', 12, 13]]",0.5,0.8571428571428571
4,念大學大概都是他在當公教人員的時候念大學,並大學大度藏在等公交為熱練打,而非全生好地地等待交車他剎車,"[['並', '而', 0, 1], ['大', '非', 1, 2], ['學', '全', 2, 3], ['大', '生', 3, 4], ['度', '好', 4, 5], ['藏', '地', 5, 6], ['在', '地', 6, 7], ['公', '待', 8, 9], ['為', '車', 10, 11], ['熱', '他', 11, 12], ['練', '剎', 12, 13], ['打', '車', 13, 14]]",0.75,1.0
5,退役上校教補費的問題,最預上小就費毒題,最近一週就是一了,"[['預', '近', 1, 2], ['上', '一', 2, 3], ['小', '週', 3, 4], ['費', '是', 5, 6], ['毒', '一', 6, 7], ['題', '了', 7, 8]]",0.7,1.0
6,那麼退役上校平均年齡五十歲,對於作著平均零五十歲,一個企業貢打出分十秒,"[['對', '一', 0, 1], ['於', '個', 1, 2], ['作', '企', 2, 3], ['著', '業', 3, 4], ['平', '貢', 4, 5], ['均', '打', 5, 6], ['零', '出', 6, 7], ['五', '分', 7, 8], ['歲', '秒', 9, 10]]",0.615384615384615,0.9230769230769231
7,防疫措施非常的嚴峻,防疫出了非常的嚴峻,也們做了非夠的嚴視,"[['防', '也', 0, 1], ['疫', '們', 1, 2], ['出', '做', 2, 3], ['常', '夠', 5, 6], ['峻', '視', 8, 9]]",0.222222222222222,0.6666666666666666
8,所以多數退役上校的子女,是多數最一上小的子女,是一名正常上車的媽女,"[['多', '一', 1, 2], ['數', '名', 2, 3], ['最', '正', 3, 4], ['一', '常', 4, 5], ['小', '車', 6, 7], ['子', '媽', 8, 9]]",0.45454545454545503,0.7272727272727273
9,首先肯定退輔會,首先肯定退不會,即何分定租賽率,"[['首', '即', 0, 1], ['先', '何', 1, 2], ['肯', '分', 2, 3], ['退', '租', 4, 5], ['不', '賽', 5, 6], ['會', '率', 6, 7]]",0.14285714285714302,0.8571428571428571
