,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號的中午之前提供創意事由回復計管組報告完畢,"[['呃', '的', 10, 11], ['假', '創', 17, 18], ['是', '事', 19, 20]]",0.1724137931034483,0.13793103448275862
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重點是在固定資產投資中的高壓使用以及必須要做好準備,"[['死', '資', 7, 8], ['起', '產', 8, 9], ['中', '投', 9, 10], ['機', '資', 10, 11], ['新', '中', 11, 12], ['講', '的', 12, 13], ['積', '高', 13, 14], ['力', '使', 15, 16], ['請', '以', 17, 18], ['高', '必', 19, 20], ['壓', '須', 20, 21], ['請', '要', 21, 22], ['去', '做', 22, 23], ['剛', '好', 23, 24], ['評', '準', 24, 25]]",0.4615384615384616,0.6538461538461539
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,受檢安全禁止手機那請宣導同仁要配合而且要注意,"[['到', '檢', 1, 2], ['管', '安', 2, 3], ['室', '全', 3, 4], ['盡', '禁', 4, 5], ['停', '手', 6, 7], ['冊', '機', 7, 8], ['那', '而', 17, 18]]",0.18181818181818185,0.22727272727272727
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,第一請各單位在一月八號前中午完成月份的報工,"[['業', '月', 16, 17]]",0.21739130434782608,0.17391304347826086
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,進行院部的納擾委外作業那春節期間,"[['用', '院', 2, 3], ['呃', '的', 4, 5], ['結', '納', 5, 6], ['管', '擾', 6, 7], ['林', '委', 7, 8], ['時', '春', 12, 13], ['光', '節', 13, 14]]",0.5,0.5625
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好先行檢查那第二件事是那本院那個廢污水,"[['阿', '好', 0, 1], ['喔', '那', 11, 12], ['備', '廢', 16, 17], ['屋', '污', 17, 18]]",0.3,0.15
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,[],0.041666666666666664,0.041666666666666664
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,院長也可以查核為二級副主管以上長官的工作獎金,"[['示', '也', 2, 3], ['簽', '可', 3, 4], ['春', '查', 5, 6], ['節', '核', 6, 7], ['的', '為', 7, 8]]",0.2608695652173913,0.34782608695652173
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十號星期六就是明後兩天院部工安室要到,"[['五', '號', 5, 6], ['即', '星', 6, 7], ['時', '期', 7, 8], ['行', '是', 10, 11], ['民', '明', 11, 12], ['令', '院', 15, 16]]",0.2272727272727273,0.13636363636363635
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙導控組精電組資材組等單位,"[['織', '精', 11, 12], ['實', '電', 12, 13], ['及', '組', 13, 14], ['指', '資', 14, 15], ['簡', '等', 17, 18]]",0.2,0.15
10,本所來執行本年度第一季的作業安全督檢,本所來執行本年度必一記的阿這業安全督件,本所來執行本年度第一季的阿作業安全督檢,"[['必', '第', 8, 9], ['記', '季', 10, 11], ['這', '作', 13, 14], ['件', '檢', 18, 19]]",0.2777777777777778,0.05555555555555555
11,那第二件事是那個本院的廢污水的接管工程,那第二件事謝個本院的費屋室的提管工程,那第二件事那個本院的庫務室的施工工程,"[['謝', '那', 5, 6], ['費', '庫', 10, 11], ['屋', '務', 11, 12], ['提', '施', 14, 15], ['管', '工', 15, 16]]",0.3157894736842105,0.3157894736842105
12,及參與人員以利報工及加班的申請作業,及參與人員以利報公及加班的申請作業,及參與人員以利報工及加班的申請作業,"[['公', '工', 8, 9]]",0.05882352941176471,0.0
13,好從今天開始大概有兩三星期的時間會在,那從今天開始大概有兩三個星期時間會在,那從今天開始大概有兩三個星期時間會在,[],0.16666666666666666,0.16666666666666666
14,電子所三零七三零九還有本所三一零館,呃電子所三零七三零九還有本所三一名館,呃電子所三零七三零九還有本所三一零館,"[['名', '零', 16, 17]]",0.1176470588235294,0.058823529411764705
15,所長各位長官早工安組幾件事情提報,把所長各位長官早工安組阿幾件事性提報,呃所長各位長官早工安組有幾件事情提報,"[['把', '呃', 0, 1], ['阿', '有', 11, 12], ['性', '情', 15, 16]]",0.1875,0.125
16,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,[],0.0,0.0
17,不要因為方便任意跨入管制區,好不要因為幫便院益畫入管制去,但不要因為方便利益投入被抹去,"[['好', '但', 0, 1], ['幫', '方', 5, 6], ['院', '利', 7, 8], ['畫', '投', 9, 10], ['管', '被', 11, 12], ['制', '抹', 12, 13]]",0.4615384615384616,0.5384615384615384
18,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,[],0.0,0.0
19,承辦單位報告所長好報告所長回報人數,承辦單位報告週長好報告所長回報人數,承辦單位報告所長好報告所長回報人數,"[['週', '所', 6, 7]]",0.05882352941176471,0.0
20,好附近館舍的部份停車格會陸續的,阿附近管舍部份評的可能回陸續的,好附近館舍部程做的可能會陸續的,"[['阿', '好', 0, 1], ['管', '館', 3, 4], ['份', '程', 6, 7], ['評', '做', 7, 8], ['回', '會', 11, 12]]",0.5333333333333333,0.4
21,報告所長財務組本週無提報事項,報告所長財務組本週無提報事項,報告所長財務組本週無提報事項,[],0.0,0.0
22,而遭到糾舉還有影響安全,找到九據還有影響安全,爬到數據還有影響安全,"[['找', '爬', 0, 1], ['九', '數', 2, 3]]",0.3636363636363637,0.36363636363636365
23,天頻吳主持人在計管組上線,天頻吳主持人在計管組上線,天頻吳主持人在計管組上線,[],0.0,0.0
24,精電組胡組長在電子戰組上線,精電組胡組長在電子戰組上線,精電組胡組長在電子戰組上線,[],0.0,0.0
25,由楊建文副主持人代理上線,由楊建文副主持人代理上線,由楊建文副主持人代理上線,[],0.0,0.0
26,那請相關單位配合那本組會在,那請相關單位配合那本組會在,那請相關單位配合那本組會在,[],0.0,0.0
27,全員到齊然後大成計畫,全元到齊然後大成計畫,乾元到齊然後大成計畫,"[['全', '乾', 0, 1]]",0.1,0.2
28,好請財務組黃組長,好請財務組黃組長,好請財務組黃組長,[],0.0,0.0
29,所長好今天應到三十一員,所長好今天應到三十一員,所長好今天應到三十一員,[],0.0,0.0
30,好現在請鍾計管組鍾組長,好加請中計管組鍾組長,好請請鍾計管組鍾組長,"[['加', '請', 1, 2], ['中', '鍾', 3, 4]]",0.2727272727272727,0.18181818181818182
31,好好請繼續,好好請繼續,好好請繼續,[],0.0,0.0
32,通信組導控組遙控組天頻專管組天齊專管組天齊系工組等六個單位,通信組導控組遙控組陳頻專管組天齊專管組天齊是工組本六個單位,通信組導控組遙控組天頻專管組天齊專管組天齊系工組等六個單位,"[['陳', '天', 9, 10], ['是', '系', 21, 22], ['本', '等', 24, 25]]",0.10344827586206896,0.0
33,將於明天明天由楊副所長帶隊前往辦理以上是一項報告報告完畢,將於明天喔你那有楊副所長拜對喔而前忙辦理第三十一項報告報告完畢,將於明天由楊副所長副所長針對院部幫忙辦理第三十一項報告報告完畢,"[['喔', '由', 4, 5], ['你', '楊', 5, 6], ['那', '副', 6, 7], ['有', '所', 7, 8], ['楊', '長', 8, 9], ['拜', '針', 12, 13], ['喔', '院', 14, 15], ['而', '部', 15, 16], ['前', '幫', 16, 17]]",0.42857142857142855,0.5
34,將簽奉副所長核定之需求規劃書含審查表送本組續辦報告完畢,將簽工副所長核定資需求規劃書安審查表重本組續辦報告完畢,將簽奉副所長核定之需求規劃資料審查表送本組續辦報告完畢,"[['工', '奉', 2, 3], ['資', '之', 8, 9], ['書', '資', 13, 14], ['安', '料', 14, 15], ['重', '送', 18, 19]]",0.14814814814814814,0.07407407407407407
35,呃所長還有各位長官早安品後組本周有一項報告那配合那個,呃所長還有各位長官早安龍品後組本週的一項報告喔那跟那個,呃所長還有各位長官早安喔品後組本週有一項報告喔那個那個,"[['龍', '喔', 11, 12], ['的', '有', 17, 18], ['跟', '個', 24, 25]]",0.2307692307692308,0.19230769230769232
36,八年研究試製的急單提案請各個需求單位在一月三十一號之前,八年研究是製的及團提案請各需求單位在一月三十一要之前,八年研究試製的集中提案請各需求單位在一月三十一號之前,"[['是', '試', 4, 5], ['及', '集', 7, 8], ['團', '中', 8, 9], ['要', '號', 23, 24]]",0.1851851851851852,0.1111111111111111
37,一零八年一月十五日上線將本院定額微額履約,一零八年一月十五日上線將本院定額唯有履約,一零八年一月十五日上線將本院定額現即履約,"[['唯', '現', 16, 17], ['有', '即', 17, 18]]",0.1,0.1
