,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號的中午之前提供資規的一覆查核以組報告完畢,"[['呃', '的', 10, 11], ['假', '資', 17, 18], ['意', '規', 18, 19], ['是', '的', 19, 20], ['由', '一', 20, 21], ['回', '覆', 21, 22], ['復', '查', 22, 23], ['計', '核', 23, 24], ['管', '以', 24, 25]]",0.1724137931034483,0.3103448275862069
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那尤點是在海資投資公案採購的電電系件及系關系材採購啊,"[['重', '尤', 1, 2], ['固', '海', 5, 6], ['定', '資', 6, 7], ['死', '投', 7, 8], ['起', '資', 8, 9], ['中', '公', 9, 10], ['機', '案', 10, 11], ['新', '採', 11, 12], ['講', '購', 12, 13], ['積', '的', 13, 14], ['壓', '電', 14, 15], ['力', '電', 15, 16], ['用', '系', 16, 17], ['請', '件', 17, 18], ['高', '系', 19, 20], ['壓', '關', 20, 21], ['請', '系', 21, 22], ['去', '材', 22, 23], ['剛', '採', 23, 24], ['評', '購', 24, 25], ['備', '啊', 25, 26]]",0.4615384615384616,0.8076923076923077
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,做安測作安安巡制那請宣導同仁要配員一定要注意,"[['受', '做', 0, 1], ['到', '安', 1, 2], ['管', '測', 2, 3], ['室', '作', 3, 4], ['盡', '安', 4, 5], ['止', '安', 5, 6], ['停', '巡', 6, 7], ['冊', '制', 7, 8], ['合', '員', 16, 17], ['那', '一', 17, 18], ['且', '定', 18, 19]]",0.18181818181818185,0.5
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,所一請各單位在一月八號前中前完成報工的報工,"[['第', '所', 0, 1], ['午', '前', 13, 14], ['業', '報', 16, 17], ['份', '工', 17, 18]]",0.21739130434782608,0.30434782608695654
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,辦利樞製的件的試製作業那報告部畢,"[['進', '辦', 0, 1], ['行', '利', 1, 2], ['用', '樞', 2, 3], ['部', '製', 3, 4], ['呃', '的', 4, 5], ['結', '件', 5, 6], ['管', '的', 6, 7], ['林', '試', 7, 8], ['外', '製', 8, 9], ['時', '報', 12, 13], ['光', '告', 13, 14], ['期', '部', 14, 15], ['間', '畢', 15, 16]]",0.5,0.75
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好一行檢謝那第二件事是那本院那個工防的,"[['阿', '好', 0, 1], ['先', '一', 1, 2], ['查', '謝', 4, 5], ['喔', '那', 11, 12], ['備', '工', 16, 17], ['屋', '防', 17, 18], ['水', '的', 18, 19]]",0.3,0.35
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長代速在資材組上線然速請員速報告完畢,"[['資', '代', 6, 7], ['材', '速', 7, 8], ['後', '速', 15, 16], ['全', '請', 16, 17], ['到', '員', 17, 18], ['齊', '速', 18, 19]]",0.041666666666666664,0.25
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,二級或級以上三的四級副軍元以上長官的工作獎金,"[['院', '二', 0, 1], ['長', '級', 1, 2], ['示', '或', 2, 3], ['簽', '級', 3, 4], ['春', '上', 5, 6], ['節', '三', 6, 7], ['二', '四', 8, 9], ['主', '軍', 11, 12], ['管', '元', 12, 13]]",0.2608695652173913,0.4782608695652174
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十五號一也就是最明兩天那部長單部要到,"[['即', '號', 6, 7], ['時', '一', 7, 8], ['六', '也', 8, 9], ['行', '是', 10, 11], ['民', '最', 11, 12], ['後', '明', 12, 13], ['令', '那', 15, 16], ['工', '長', 17, 18], ['安', '單', 18, 19], ['室', '部', 19, 20]]",0.2272727272727273,0.4090909090909091
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙導控組心查證系材組等單位,"[['織', '心', 11, 12], ['實', '查', 12, 13], ['及', '證', 13, 14], ['指', '系', 14, 15], ['簡', '等', 17, 18]]",0.2,0.2
10,本所來執行本年度第一季的作業安全督檢,本所來執行本年度必一記的阿這業安全督件,本所來執行本年度第一季的工安的安全督檢,"[['必', '第', 8, 9], ['記', '季', 10, 11], ['阿', '工', 12, 13], ['這', '安', 13, 14], ['業', '的', 14, 15], ['件', '檢', 18, 19]]",0.2777777777777778,0.16666666666666666
11,那第二件事是那個本院的廢污水的接管工程,那第二件事謝個本院的費屋室的提管工程,那第二件事是那本院的廢污車的防繕工程,"[['謝', '是', 5, 6], ['個', '那', 6, 7], ['費', '廢', 10, 11], ['屋', '污', 11, 12], ['室', '車', 12, 13], ['提', '防', 14, 15], ['管', '繕', 15, 16]]",0.3157894736842105,0.21052631578947367
12,及參與人員以利報工及加班的申請作業,及參與人員以利報公及加班的申請作業,及參與人員辦利報工及加班的認請作業,"[['以', '辦', 5, 6], ['公', '工', 8, 9], ['申', '認', 13, 14]]",0.05882352941176471,0.11764705882352941
13,好從今天開始大概有兩三星期的時間會在,那從今天開始大概有兩三個星期時間會在,那從今天開始大概有兩三個星期時間會在,[],0.16666666666666666,0.16666666666666666
14,電子所三零七三零九還有本所三一零館,呃電子所三零七三零九還有本所三一名館,呃電子所三零電電零九還有本所三一零呃,"[['七', '電', 6, 7], ['三', '電', 7, 8], ['名', '零', 16, 17], ['館', '呃', 17, 18]]",0.1176470588235294,0.23529411764705882
15,所長各位長官早工安組幾件事情提報,把所長各位長官早工安組阿幾件事性提報,呃所長各位長官早工安組有幾件事情提報,"[['把', '呃', 0, 1], ['阿', '有', 11, 12], ['性', '情', 15, 16]]",0.1875,0.125
16,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,[],0.0,0.0
