,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號呃中午之前提供資本給本組組的理理報告完畢,"[['假', '資', 17, 18], ['意', '本', 18, 19], ['是', '給', 19, 20], ['由', '本', 20, 21], ['回', '組', 21, 22], ['復', '組', 22, 23], ['計', '的', 23, 24], ['管', '理', 24, 25], ['組', '理', 25, 26]]",0.1724137931034483,0.3448275862068966
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重點是在固定式起機機模型電壓機千器及緊習用用做調案,"[['死', '式', 7, 8], ['中', '機', 9, 10], ['新', '模', 11, 12], ['講', '型', 12, 13], ['積', '電', 13, 14], ['力', '機', 15, 16], ['用', '千', 16, 17], ['請', '器', 17, 18], ['高', '緊', 19, 20], ['壓', '習', 20, 21], ['請', '用', 21, 22], ['去', '用', 22, 23], ['剛', '做', 23, 24], ['評', '調', 24, 25], ['備', '案', 25, 26]]",0.4615384615384616,0.5
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,受到管制禁止停車那請宣導同仁要配合而且要注意,"[['室', '制', 3, 4], ['盡', '禁', 4, 5], ['冊', '車', 7, 8], ['那', '而', 17, 18]]",0.18181818181818185,0.0
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,所一請各單位在一月八號前中午完成報需的審點,"[['第', '所', 0, 1], ['業', '報', 16, 17], ['份', '需', 17, 18], ['報', '審', 19, 20], ['工', '點', 20, 21]]",0.21739130434782608,0.34782608695652173
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,那行彈戰場收個驗標作業那院前還導,"[['進', '那', 0, 1], ['用', '彈', 2, 3], ['部', '戰', 3, 4], ['呃', '場', 4, 5], ['結', '收', 5, 6], ['管', '個', 6, 7], ['林', '驗', 7, 8], ['外', '標', 8, 9], ['時', '院', 12, 13], ['光', '前', 13, 14], ['期', '還', 14, 15], ['間', '導', 15, 16]]",0.5,0.75
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好先行檢查那第二件事是呃本院那個資康資,"[['阿', '好', 0, 1], ['喔', '呃', 11, 12], ['備', '資', 16, 17], ['屋', '康', 17, 18], ['水', '資', 18, 19]]",0.3,0.3
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線那全全到齊報告完畢,"[['然', '那', 14, 15], ['後', '全', 15, 16]]",0.041666666666666664,0.125
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,呃長計公室及目前二級副主官以上長官的工作獎金,"[['院', '呃', 0, 1], ['示', '計', 2, 3], ['簽', '公', 3, 4], ['以', '室', 4, 5], ['春', '及', 5, 6], ['節', '目', 6, 7], ['的', '前', 7, 8], ['管', '官', 12, 13]]",0.2608695652173913,0.30434782608695654
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十五及十六就是明後兩天院部工安室要到,"[['即', '及', 6, 7], ['時', '十', 7, 8], ['行', '是', 10, 11], ['民', '明', 11, 12], ['令', '院', 15, 16]]",0.2272727272727273,0.0
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙計控組組長及資材組簡單長,"[['導', '計', 8, 9], ['織', '組', 11, 12], ['實', '長', 12, 13], ['指', '資', 14, 15], ['位', '長', 19, 20]]",0.2,0.25
