,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號呃中午之前提供獎勵事由回復計管組報告完畢,"[['假', '獎', 17, 18], ['意', '勵', 18, 19], ['是', '事', 19, 20]]",0.1724137931034483,0.06896551724137931
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重點是在固定資產投機上面有壓議的以及建議請加強準備,"[['死', '資', 7, 8], ['起', '產', 8, 9], ['中', '投', 9, 10], ['新', '上', 11, 12], ['講', '面', 12, 13], ['積', '有', 13, 14], ['力', '議', 15, 16], ['用', '的', 16, 17], ['請', '以', 17, 18], ['高', '建', 19, 20], ['壓', '議', 20, 21], ['去', '加', 22, 23], ['剛', '強', 23, 24], ['評', '準', 24, 25]]",0.4615384615384616,0.6153846153846154
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,那計管組同仁參加那請宣導同仁要配合而且要注意,"[['受', '那', 0, 1], ['到', '計', 1, 2], ['室', '組', 3, 4], ['盡', '同', 4, 5], ['止', '仁', 5, 6], ['停', '參', 6, 7], ['冊', '加', 7, 8], ['那', '而', 17, 18]]",0.18181818181818185,0.3181818181818182
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,第一請各單位在一月八號前中午完成年份的報工,"[['業', '年', 16, 17]]",0.21739130434782608,0.21739130434782608
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,進行緊急的接搭民挖作業那施工期間,"[['用', '緊', 2, 3], ['部', '急', 3, 4], ['呃', '的', 4, 5], ['結', '接', 5, 6], ['管', '搭', 6, 7], ['林', '民', 7, 8], ['外', '挖', 8, 9], ['時', '施', 12, 13], ['光', '工', 13, 14]]",0.5,0.3125
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好先行檢查那第二件事是是本院那個廢污水,"[['阿', '好', 0, 1], ['喔', '是', 11, 12], ['備', '廢', 16, 17], ['屋', '污', 17, 18]]",0.3,0.15
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,[],0.041666666666666664,0.041666666666666664
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,院長室簽擬簽結的二級副主管以上長官的工作獎金,"[['示', '室', 2, 3], ['以', '擬', 4, 5], ['春', '簽', 5, 6], ['節', '結', 6, 7]]",0.2608695652173913,0.08695652173913043
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十五號十六執行明後兩國防部工安室要到,"[['即', '號', 6, 7], ['時', '十', 7, 8], ['就', '執', 9, 10], ['民', '明', 11, 12], ['天', '國', 14, 15], ['令', '防', 15, 16]]",0.2272727272727273,0.22727272727272727
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙導控組天齊及資材組等單位,"[['織', '天', 11, 12], ['實', '齊', 12, 13], ['指', '資', 14, 15], ['簡', '等', 17, 18]]",0.2,0.0
10,本所來執行本年度第一季的作業安全督檢,本所來執行本年度必一記的阿這業安全督件,本所來執行本年度第一季的三作業安全督檢,"[['必', '第', 8, 9], ['記', '季', 10, 11], ['阿', '三', 12, 13], ['這', '作', 13, 14], ['件', '檢', 18, 19]]",0.2777777777777778,0.05555555555555555
11,那第二件事是那個本院的廢污水的接管工程,那第二件事謝個本院的費屋室的提管工程,那第二件事那個本院的會議室的接管工程,"[['謝', '那', 5, 6], ['費', '會', 10, 11], ['屋', '議', 11, 12], ['提', '接', 14, 15]]",0.3157894736842105,0.21052631578947367
12,及參與人員以利報工及加班的申請作業,及參與人員以利報公及加班的申請作業,及參與人員以利報工及加班的申請作業,"[['公', '工', 8, 9]]",0.05882352941176471,0.0
13,好從今天開始大概有兩三星期的時間會在,那從今天開始大概有兩三個星期時間會在,那從今天開始大概有兩三個星期時間會在,[],0.16666666666666666,0.16666666666666666
14,電子所三零七三零九還有本所三一零館,呃電子所三零七三零九還有本所三一名館,呃電子所三零七三零九還有本所三一零館,"[['名', '零', 16, 17]]",0.1176470588235294,0.058823529411764705
15,所長各位長官早工安組幾件事情提報,把所長各位長官早工安組阿幾件事性提報,呃所長各位長官早工安組有幾件事情提報,"[['把', '呃', 0, 1], ['阿', '有', 11, 12], ['性', '情', 15, 16]]",0.1875,0.125
16,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,[],0.0,0.0
17,不要因為方便任意跨入管制區,好不要因為幫便院益畫入管制去,也不要因為方便把人納入管制內,"[['好', '也', 0, 1], ['幫', '方', 5, 6], ['院', '把', 7, 8], ['益', '人', 8, 9], ['畫', '納', 9, 10], ['去', '內', 13, 14]]",0.4615384615384616,0.38461538461538464
18,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,[],0.0,0.0
19,承辦單位報告所長好報告所長回報人數,承辦單位報告週長好報告所長回報人數,承辦單位報告所長好報告所長回報人數,"[['週', '所', 6, 7]]",0.05882352941176471,0.0
