,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,軍職跟公教不一樣的地方是上校平均退伍年齡大概五十歲,之直登公找不一樣的地方訴上一小平晨退股內領的的十水,與西有更為不一樣的地參加了中國企壽在業內環節的競爭,"[['之', '與', 0, 1], ['直', '西', 1, 2], ['登', '有', 2, 3], ['公', '更', 3, 4], ['找', '為', 4, 5], ['方', '參', 10, 11], ['訴', '加', 11, 12], ['上', '了', 12, 13], ['一', '中', 13, 14], ['小', '國', 14, 15], ['平', '企', 15, 16], ['晨', '壽', 16, 17], ['退', '在', 17, 18], ['股', '業', 18, 19], ['領', '環', 20, 21], ['的', '節', 21, 22], ['十', '競', 23, 24], ['水', '爭', 24, 25]]",0.6,0.8
1,退輔會的努力希望能夠堅持將這一些差異性,會的努力失望能過之子成自己師差與事,他的表些往只能立刻造化工計劃就沒了,"[['會', '他', 0, 1], ['努', '表', 2, 3], ['力', '些', 3, 4], ['失', '往', 4, 5], ['望', '只', 5, 6], ['過', '立', 7, 8], ['之', '刻', 8, 9], ['子', '造', 9, 10], ['成', '化', 10, 11], ['自', '工', 11, 12], ['己', '計', 12, 13], ['師', '劃', 13, 14], ['差', '就', 14, 15], ['與', '沒', 15, 16], ['事', '了', 16, 17]]",0.631578947368421,0.8947368421052632
2,那麼公務人員教師退休可以到六十五歲,所們對顧委也走思最收可到任損事,我們跟同仁說一是有些不務的事情,"[['所', '我', 0, 1], ['對', '跟', 2, 3], ['顧', '同', 3, 4], ['委', '仁', 4, 5], ['也', '說', 5, 6], ['走', '一', 6, 7], ['思', '是', 7, 8], ['最', '有', 8, 9], ['收', '些', 9, 10], ['可', '不', 10, 11], ['到', '務', 11, 12], ['任', '的', 12, 13], ['損', '事', 13, 14], ['事', '情', 14, 15]]",0.882352941176471,1.0
3,那麼也肯定剛才幾位處長回答的,所麼也肯定幹在只未促造回答的,高董是幹麼現在都在等著哪麼長,"[['所', '高', 0, 1], ['麼', '董', 1, 2], ['也', '是', 2, 3], ['肯', '幹', 3, 4], ['定', '麼', 4, 5], ['幹', '現', 5, 6], ['只', '都', 7, 8], ['未', '在', 8, 9], ['促', '等', 9, 10], ['造', '著', 10, 11], ['回', '哪', 11, 12], ['答', '麼', 12, 13], ['的', '長', 13, 14]]",0.5,1.0
4,念大學大概都是他在當公教人員的時候念大學,並大學大度藏在等公交為熱練打,女兒也一是坐著去外池持續被掃,"[['並', '女', 0, 1], ['大', '兒', 1, 2], ['學', '也', 2, 3], ['大', '一', 3, 4], ['度', '是', 4, 5], ['藏', '坐', 5, 6], ['在', '著', 6, 7], ['等', '去', 7, 8], ['公', '外', 8, 9], ['交', '池', 9, 10], ['為', '持', 10, 11], ['熱', '續', 11, 12], ['練', '被', 12, 13], ['打', '掃', 13, 14]]",0.75,0.95
5,退役上校教補費的問題,最預上小就費毒題,因為一小消費糾了,"[['最', '因', 0, 1], ['預', '為', 1, 2], ['上', '一', 2, 3], ['就', '消', 4, 5], ['毒', '糾', 6, 7], ['題', '了', 7, 8]]",0.7,0.9
6,那麼退役上校平均年齡五十歲,對於作著平均零五十歲,照面看來是年五五十歲,"[['對', '照', 0, 1], ['於', '面', 1, 2], ['作', '看', 2, 3], ['著', '來', 3, 4], ['平', '是', 4, 5], ['均', '年', 5, 6], ['零', '五', 6, 7]]",0.615384615384615,0.6923076923076923
7,防疫措施非常的嚴峻,防疫出了非常的嚴峻,表現出了非常的穩健,"[['防', '表', 0, 1], ['疫', '現', 1, 2], ['嚴', '穩', 7, 8], ['峻', '健', 8, 9]]",0.222222222222222,0.6666666666666666
8,所以多數退役上校的子女,是多數最一上小的子女,大多數是算較好的房市,"[['是', '大', 0, 1], ['最', '是', 3, 4], ['一', '算', 4, 5], ['上', '較', 5, 6], ['小', '好', 6, 7], ['子', '房', 8, 9], ['女', '市', 9, 10]]",0.45454545454545503,0.7272727272727273
9,首先肯定退輔會,首先肯定退不會,小你則反而更攻,"[['首', '小', 0, 1], ['先', '你', 1, 2], ['肯', '則', 2, 3], ['定', '反', 3, 4], ['退', '而', 4, 5], ['不', '更', 5, 6], ['會', '攻', 6, 7]]",0.14285714285714302,1.0
