,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號的中午之前提供資料請由那個組管組代告完畢,"[['呃', '的', 10, 11], ['假', '資', 17, 18], ['意', '料', 18, 19], ['是', '請', 19, 20], ['回', '那', 21, 22], ['復', '個', 22, 23], ['計', '組', 23, 24], ['報', '代', 26, 27]]",0.1724137931034483,0.27586206896551724
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那尤點是在今週這個月拜有一些技應案以及專案的已經查了,"[['重', '尤', 1, 2], ['固', '今', 5, 6], ['定', '週', 6, 7], ['死', '這', 7, 8], ['起', '個', 8, 9], ['中', '月', 9, 10], ['機', '拜', 10, 11], ['新', '有', 11, 12], ['講', '一', 12, 13], ['積', '些', 13, 14], ['壓', '技', 14, 15], ['力', '應', 15, 16], ['用', '案', 16, 17], ['請', '以', 17, 18], ['高', '專', 19, 20], ['壓', '案', 20, 21], ['請', '的', 21, 22], ['去', '已', 22, 23], ['剛', '經', 23, 24], ['評', '查', 24, 25], ['備', '了', 25, 26]]",0.4615384615384616,0.8076923076923077
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,到主管的時候巡訪那請宣導同仁要配合而且要注意,"[['受', '到', 0, 1], ['到', '主', 1, 2], ['室', '的', 3, 4], ['盡', '時', 4, 5], ['止', '候', 5, 6], ['停', '巡', 6, 7], ['冊', '訪', 7, 8], ['那', '而', 17, 18]]",0.18181818181818185,0.3181818181818182
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,所一請各單位在一月八號前中午完成一項的報工,"[['第', '所', 0, 1], ['業', '一', 16, 17], ['份', '項', 17, 18]]",0.21739130434782608,0.21739130434782608
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,進意我線的執行拆除作業那施段期間,"[['行', '意', 1, 2], ['用', '我', 2, 3], ['部', '線', 3, 4], ['呃', '的', 4, 5], ['結', '執', 5, 6], ['管', '行', 6, 7], ['林', '拆', 7, 8], ['外', '除', 8, 9], ['時', '施', 12, 13], ['光', '段', 13, 14]]",0.5,0.5625
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好先行檢查那第二件事是在本院那個工通的,"[['阿', '好', 0, 1], ['喔', '在', 11, 12], ['備', '工', 16, 17], ['屋', '通', 17, 18], ['水', '的', 18, 19]]",0.3,0.25
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線那全員到齊報告完畢,"[['然', '那', 14, 15], ['後', '全', 15, 16], ['全', '員', 16, 17]]",0.041666666666666664,0.08333333333333333
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,呃旨是是用一關的二級的正官以上長官的工作獎金,"[['院', '呃', 0, 1], ['長', '旨', 1, 2], ['示', '是', 2, 3], ['簽', '是', 3, 4], ['以', '用', 4, 5], ['春', '一', 5, 6], ['節', '關', 6, 7], ['副', '的', 10, 11], ['主', '正', 11, 12], ['管', '官', 12, 13]]",0.2608695652173913,0.391304347826087
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十五及十六就是明後兩天院部工安室要到,"[['即', '及', 6, 7], ['時', '十', 7, 8], ['行', '是', 10, 11], ['民', '明', 11, 12], ['令', '院', 15, 16]]",0.2272727272727273,0.0
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙控會議真容請計材組等單位,"[['導', '控', 8, 9], ['控', '會', 9, 10], ['組', '議', 10, 11], ['織', '真', 11, 12], ['實', '容', 12, 13], ['及', '請', 13, 14], ['指', '計', 14, 15], ['簡', '等', 17, 18]]",0.2,0.35
10,本所來執行本年度第一季的作業安全督檢,本所來執行本年度必一記的阿這業安全督件,本所來執行那個防衛作為的那作業技檢會業,"[['本', '那', 5, 6], ['年', '個', 6, 7], ['度', '防', 7, 8], ['必', '衛', 8, 9], ['一', '作', 9, 10], ['記', '為', 10, 11], ['阿', '那', 12, 13], ['這', '作', 13, 14], ['安', '技', 15, 16], ['全', '檢', 16, 17], ['督', '會', 17, 18], ['件', '業', 18, 19]]",0.2777777777777778,0.6111111111111112
11,那第二件事是那個本院的廢污水的接管工程,那第二件事謝個本院的費屋室的提管工程,那第二件事情是本院的智資案的補護工為,"[['謝', '情', 5, 6], ['個', '是', 6, 7], ['費', '智', 10, 11], ['屋', '資', 11, 12], ['室', '案', 12, 13], ['提', '補', 14, 15], ['管', '護', 15, 16], ['程', '為', 17, 18]]",0.3157894736842105,0.47368421052631576
12,及參與人員以利報工及加班的申請作業,及參與人員以利報公及加班的申請作業,及參與人員以利報工及加班的申請作業,"[['公', '工', 8, 9]]",0.05882352941176471,0.0
13,好從今天開始大概有兩三星期的時間會在,那從今天開始大概有兩三個星期時間會在,那從今天開始大概有兩三個星期時間會在,[],0.16666666666666666,0.16666666666666666
14,電子所三零七三零九還有本所三一零館,呃電子所三零七三零九還有本所三一名館,呃電子所三三七三零六還有本所三一零館,"[['零', '三', 5, 6], ['九', '六', 9, 10], ['名', '零', 16, 17]]",0.1176470588235294,0.17647058823529413
15,所長各位長官早工安組幾件事情提報,把所長各位長官早工安組阿幾件事性提報,呃所長各位長官早工安組有幾件事情提報,"[['把', '呃', 0, 1], ['阿', '有', 11, 12], ['性', '情', 15, 16]]",0.1875,0.125
16,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,[],0.0,0.0
