,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,軍職跟公教不一樣的地方是上校平均退伍年齡大概五十歲,之直登公找不一樣的地方訴上一小平晨退股內領的的十水,一後我們司不清查的錢投和信徐億股商在業該部導退利萬,"[['之', '一', 0, 1], ['直', '後', 1, 2], ['登', '我', 2, 3], ['公', '們', 3, 4], ['找', '司', 4, 5], ['一', '清', 6, 7], ['樣', '查', 7, 8], ['地', '錢', 9, 10], ['方', '投', 10, 11], ['訴', '和', 11, 12], ['上', '信', 12, 13], ['一', '徐', 13, 14], ['小', '億', 14, 15], ['平', '股', 15, 16], ['晨', '商', 16, 17], ['退', '在', 17, 18], ['股', '業', 18, 19], ['內', '該', 19, 20], ['領', '部', 20, 21], ['的', '導', 21, 22], ['的', '退', 22, 23], ['十', '利', 23, 24], ['水', '萬', 24, 25]]",0.6,0.92
1,退輔會的努力希望能夠堅持將這一些差異性,會的努力失望能過之子成自己師差與事,她很老董是總通讓培講為為老的人的量,"[['會', '她', 0, 1], ['的', '很', 1, 2], ['努', '老', 2, 3], ['力', '董', 3, 4], ['失', '是', 4, 5], ['望', '總', 5, 6], ['能', '通', 6, 7], ['過', '讓', 7, 8], ['之', '培', 8, 9], ['子', '講', 9, 10], ['成', '為', 10, 11], ['自', '為', 11, 12], ['己', '老', 12, 13], ['師', '的', 13, 14], ['差', '人', 14, 15], ['與', '的', 15, 16], ['事', '量', 16, 17]]",0.631578947368421,1.0
2,那麼公務人員教師退休可以到六十五歲,所們對顧委也走思最收可到任損事,所以跟員董的不是是多不能的的喔,"[['們', '以', 1, 2], ['對', '跟', 2, 3], ['顧', '員', 3, 4], ['委', '董', 4, 5], ['也', '的', 5, 6], ['走', '不', 6, 7], ['思', '是', 7, 8], ['最', '是', 8, 9], ['收', '多', 9, 10], ['可', '不', 10, 11], ['到', '能', 11, 12], ['任', '的', 12, 13], ['損', '的', 13, 14], ['事', '喔', 14, 15]]",0.882352941176471,0.9411764705882353
3,那麼也肯定剛才幾位處長回答的,所麼也肯定幹在只未促造回答的,蘋果你沒是存脆乎能得出奇績的,"[['所', '蘋', 0, 1], ['麼', '果', 1, 2], ['也', '你', 2, 3], ['肯', '沒', 3, 4], ['定', '是', 4, 5], ['幹', '存', 5, 6], ['在', '脆', 6, 7], ['只', '乎', 7, 8], ['未', '能', 8, 9], ['促', '得', 9, 10], ['造', '出', 10, 11], ['回', '奇', 11, 12], ['答', '績', 12, 13]]",0.5,0.9285714285714286
4,念大學大概都是他在當公教人員的時候念大學,並大學大度藏在等公交為熱練打,因拿拿生後都堂小級步車他開習,"[['並', '因', 0, 1], ['大', '拿', 1, 2], ['學', '拿', 2, 3], ['大', '生', 3, 4], ['度', '後', 4, 5], ['藏', '都', 5, 6], ['在', '堂', 6, 7], ['等', '小', 7, 8], ['公', '級', 8, 9], ['交', '步', 9, 10], ['為', '車', 10, 11], ['熱', '他', 11, 12], ['練', '開', 12, 13], ['打', '習', 13, 14]]",0.75,0.95
5,退役上校教補費的問題,最預上小就費毒題,防近從了食有生的,"[['最', '防', 0, 1], ['預', '近', 1, 2], ['上', '從', 2, 3], ['小', '了', 3, 4], ['就', '食', 4, 5], ['費', '有', 5, 6], ['毒', '生', 6, 7], ['題', '的', 7, 8]]",0.7,0.9
6,那麼退役上校平均年齡五十歲,對於作著平均零五十歲,照劇男眾一千九十一米,"[['對', '照', 0, 1], ['於', '劇', 1, 2], ['作', '男', 2, 3], ['著', '眾', 3, 4], ['平', '一', 4, 5], ['均', '千', 5, 6], ['零', '九', 6, 7], ['五', '十', 7, 8], ['十', '一', 8, 9], ['歲', '米', 9, 10]]",0.615384615384615,1.0
7,防疫措施非常的嚴峻,防疫出了非常的嚴峻,顯現問題非常的影災,"[['防', '顯', 0, 1], ['疫', '現', 1, 2], ['出', '問', 2, 3], ['了', '題', 3, 4], ['嚴', '影', 7, 8], ['峻', '災', 8, 9]]",0.222222222222222,0.6666666666666666
8,所以多數退役上校的子女,是多數最一上小的子女,大培養剛想的級的房校,"[['是', '大', 0, 1], ['多', '培', 1, 2], ['數', '養', 2, 3], ['最', '剛', 3, 4], ['一', '想', 4, 5], ['上', '的', 5, 6], ['小', '級', 6, 7], ['子', '房', 8, 9], ['女', '校', 9, 10]]",0.45454545454545503,0.9090909090909091
9,首先肯定退輔會,首先肯定退不會,男了是漲是休了,"[['首', '男', 0, 1], ['先', '了', 1, 2], ['肯', '是', 2, 3], ['定', '漲', 3, 4], ['退', '是', 4, 5], ['不', '休', 5, 6], ['會', '了', 6, 7]]",0.14285714285714302,1.0
