,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號呃中午之前提供獎勵事由回復計管組報告完畢,"[['假', '獎', 17, 18], ['意', '勵', 18, 19], ['是', '事', 19, 20]]",0.1724137931034483,0.06896551724137931
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重點是在固定會議中心然後是針對用戶的電壓需求做評估,"[['死', '會', 7, 8], ['起', '議', 8, 9], ['機', '心', 10, 11], ['新', '然', 11, 12], ['講', '後', 12, 13], ['積', '是', 13, 14], ['壓', '針', 14, 15], ['力', '對', 15, 16], ['請', '戶', 17, 18], ['及', '的', 18, 19], ['高', '電', 19, 20], ['請', '需', 21, 22], ['去', '求', 22, 23], ['剛', '做', 23, 24], ['備', '估', 25, 26]]",0.4615384615384616,0.6923076923076923
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,受到管制禁止停車那請宣導同仁要配合而且要注意,"[['室', '制', 3, 4], ['盡', '禁', 4, 5], ['冊', '車', 7, 8], ['那', '而', 17, 18]]",0.18181818181818185,0.0
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,第一請各單位在一月八號前中午完成業務的報工,"[['份', '務', 17, 18]]",0.21739130434782608,0.2608695652173913
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,進行整後的建案的的作業那這段期間,"[['用', '整', 2, 3], ['部', '後', 3, 4], ['呃', '的', 4, 5], ['結', '建', 5, 6], ['管', '案', 6, 7], ['林', '的', 7, 8], ['外', '的', 8, 9], ['時', '這', 12, 13], ['光', '段', 13, 14]]",0.5,0.5625
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好先行檢查那第二件事是呃本院那個通資資,"[['阿', '好', 0, 1], ['喔', '呃', 11, 12], ['備', '通', 16, 17], ['屋', '資', 17, 18], ['水', '資', 18, 19]]",0.3,0.3
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,[],0.041666666666666664,0.041666666666666664
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,院長辦公室及二前二級副主管以上長官的工作獎金,"[['示', '辦', 2, 3], ['簽', '公', 3, 4], ['以', '室', 4, 5], ['春', '及', 5, 6], ['節', '二', 6, 7], ['的', '前', 7, 8]]",0.2608695652173913,0.34782608695652173
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十五及十六就是明後兩天院部工安室要到,"[['即', '及', 6, 7], ['時', '十', 7, 8], ['行', '是', 10, 11], ['民', '明', 11, 12], ['令', '院', 15, 16]]",0.2272727272727273,0.0
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙導控組喔還施指管組等單位,"[['織', '喔', 11, 12], ['實', '還', 12, 13], ['及', '施', 13, 14], ['材', '管', 15, 16], ['簡', '等', 17, 18]]",0.2,0.25
10,本所來執行本年度第一季的作業安全督檢,本所來執行本年度必一記的阿這業安全督件,本所來執行本年度零八年度第作業安全督檢,"[['必', '零', 8, 9], ['一', '八', 9, 10], ['記', '年', 10, 11], ['的', '度', 11, 12], ['阿', '第', 12, 13], ['這', '作', 13, 14], ['件', '檢', 18, 19]]",0.2777777777777778,0.2777777777777778
11,那第二件事是那個本院的廢污水的接管工程,那第二件事謝個本院的費屋室的提管工程,那第二件事情是本院的廢熱線的接升工程,"[['謝', '情', 5, 6], ['個', '是', 6, 7], ['費', '廢', 10, 11], ['屋', '熱', 11, 12], ['室', '線', 12, 13], ['提', '接', 14, 15], ['管', '升', 15, 16]]",0.3157894736842105,0.3157894736842105
12,及參與人員以利報工及加班的申請作業,及參與人員以利報公及加班的申請作業,及參與人員以利報工及加班的申請作業,"[['公', '工', 8, 9]]",0.05882352941176471,0.0
13,好從今天開始大概有兩三星期的時間會在,那從今天開始大概有兩三個星期時間會在,那從今天開始大概有兩三個星期時間會在,[],0.16666666666666666,0.16666666666666666
14,電子所三零七三零九還有本所三一零館,呃電子所三零七三零九還有本所三一名館,呃電子所三零七三零九還有本所三一零館,"[['名', '零', 16, 17]]",0.1176470588235294,0.058823529411764705
15,所長各位長官早工安組幾件事情提報,把所長各位長官早工安組阿幾件事性提報,呃所長各位長官早工安組有幾件事情提報,"[['把', '呃', 0, 1], ['阿', '有', 11, 12], ['性', '情', 15, 16]]",0.1875,0.125
16,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,[],0.0,0.0
17,不要因為方便任意跨入管制區,好不要因為幫便院益畫入管制去,也不要因為方便就在進入管制期,"[['好', '也', 0, 1], ['幫', '方', 5, 6], ['院', '就', 7, 8], ['益', '在', 8, 9], ['畫', '進', 9, 10], ['去', '期', 13, 14]]",0.4615384615384616,0.38461538461538464
18,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,[],0.0,0.0
19,承辦單位報告所長好報告所長回報人數,承辦單位報告週長好報告所長回報人數,承辦單位報告所長好報告所長回報人數,"[['週', '所', 6, 7]]",0.05882352941176471,0.0
20,好附近館舍的部份停車格會陸續的,阿附近管舍部份評的可能回陸續的,喔那變工的部份我估可能會陸續的,"[['阿', '喔', 0, 1], ['附', '那', 1, 2], ['近', '變', 2, 3], ['管', '工', 3, 4], ['舍', '的', 4, 5], ['評', '我', 7, 8], ['的', '估', 8, 9], ['回', '會', 11, 12]]",0.5333333333333333,0.6
21,報告所長財務組本週無提報事項,報告所長財務組本週無提報事項,報告所長財務組本週無提報事項,[],0.0,0.0
22,而遭到糾舉還有影響安全,找到九據還有影響安全,除了拆臺還有影響安全,"[['找', '除', 0, 1], ['到', '了', 1, 2], ['九', '拆', 2, 3], ['據', '臺', 3, 4]]",0.3636363636363637,0.45454545454545453
23,天頻吳主持人在計管組上線,天頻吳主持人在計管組上線,天頻吳主持人在計管組上線,[],0.0,0.0
24,精電組胡組長在電子戰組上線,精電組胡組長在電子戰組上線,精電組胡組長在電子戰組上線,[],0.0,0.0
25,由楊建文副主持人代理上線,由楊建文副主持人代理上線,由楊建文副主持人代理上線,[],0.0,0.0
26,那請相關單位配合那本組會在,那請相關單位配合那本組會在,那請相關單位配合那本組會在,[],0.0,0.0
27,全員到齊然後大成計畫,全元到齊然後大成計畫,全員到齊然後大成計畫,"[['元', '員', 1, 2]]",0.1,0.0
28,好請財務組黃組長,好請財務組黃組長,好請財務組黃組長,[],0.0,0.0
29,所長好今天應到三十一員,所長好今天應到三十一員,所長好今天應到三十一員,[],0.0,0.0
30,好現在請鍾計管組鍾組長,好加請中計管組鍾組長,好鍾請鍾計管組鍾組長,"[['加', '鍾', 1, 2], ['中', '鍾', 3, 4]]",0.2727272727272727,0.18181818181818182
31,好好請繼續,好好請繼續,好好請繼續,[],0.0,0.0
32,通信組導控組遙控組天頻專管組天齊專管組天齊系工組等六個單位,通信組導控組遙控組陳頻專管組天齊專管組天齊是工組本六個單位,通信組導控組遙控組天頻專管組天齊專管組天齊系工組等六個單位,"[['陳', '天', 9, 10], ['是', '系', 21, 22], ['本', '等', 24, 25]]",0.10344827586206896,0.0
33,將於明天明天由楊副所長帶隊前往辦理以上是一項報告報告完畢,將於明天喔你那有楊副所長拜對喔而前忙辦理第三十一項報告報告完畢,另於明天也請那個楊副所長你請我我們來辦理第三十一項報告報告完畢,"[['將', '另', 0, 1], ['喔', '也', 4, 5], ['你', '請', 5, 6], ['有', '個', 7, 8], ['拜', '你', 12, 13], ['對', '請', 13, 14], ['喔', '我', 14, 15], ['而', '我', 15, 16], ['前', '們', 16, 17], ['忙', '來', 17, 18]]",0.42857142857142855,0.5
34,將簽奉副所長核定之需求規劃書含審查表送本組續辦報告完畢,將簽工副所長核定資需求規劃書安審查表重本組續辦報告完畢,將簽奉副所長核定之需求規劃書含審查表送本組續辦報告完畢,"[['工', '奉', 2, 3], ['資', '之', 8, 9], ['安', '含', 14, 15], ['重', '送', 18, 19]]",0.14814814814814814,0.0
35,呃所長還有各位長官早安品後組本周有一項報告那配合那個,呃所長還有各位長官早安龍品後組本週的一項報告喔那跟那個,呃所長還有各位長官早安喔品後組本週有一項報告喔那個那個,"[['龍', '喔', 11, 12], ['的', '有', 17, 18], ['跟', '個', 24, 25]]",0.2307692307692308,0.19230769230769232
36,八年研究試製的急單提案請各個需求單位在一月三十一號之前,八年研究是製的及團提案請各需求單位在一月三十一要之前,八年研究試製的三伍隊案請各需求單位在一月三十一號之前,"[['是', '試', 4, 5], ['及', '三', 7, 8], ['團', '伍', 8, 9], ['提', '隊', 9, 10], ['要', '號', 23, 24]]",0.1851851851851852,0.14814814814814814
37,一零八年一月十五日上線將本院定額微額履約,一零八年一月十五日上線將本院定額唯有履約,一零八年一月十五日上線將本院定額微額履約,"[['唯', '微', 16, 17], ['有', '額', 17, 18]]",0.1,0.0
