,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號呃中午之前提供獎勵事由回個的以組報告完畢,"[['假', '獎', 17, 18], ['意', '勵', 18, 19], ['是', '事', 19, 20], ['復', '個', 22, 23], ['計', '的', 23, 24], ['管', '以', 24, 25]]",0.1724137931034483,0.13793103448275862
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重點是在今週期線線器有案的極使清線及預案氣路做調正,"[['固', '今', 5, 6], ['定', '週', 6, 7], ['死', '期', 7, 8], ['起', '線', 8, 9], ['中', '線', 9, 10], ['機', '器', 10, 11], ['新', '有', 11, 12], ['講', '案', 12, 13], ['積', '的', 13, 14], ['壓', '極', 14, 15], ['力', '使', 15, 16], ['用', '清', 16, 17], ['請', '線', 17, 18], ['高', '預', 19, 20], ['壓', '案', 20, 21], ['請', '氣', 21, 22], ['去', '路', 22, 23], ['剛', '做', 23, 24], ['評', '調', 24, 25], ['備', '正', 25, 26]]",0.4615384615384616,0.7307692307692307
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,請計管制的止停制那請宣導同仁要配合而且要注意,"[['受', '請', 0, 1], ['到', '計', 1, 2], ['室', '制', 3, 4], ['盡', '的', 4, 5], ['冊', '制', 7, 8], ['那', '而', 17, 18]]",0.18181818181818185,0.18181818181818182
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,所一請各單位在一月八號前中午完成一報的上核,"[['第', '所', 0, 1], ['業', '一', 16, 17], ['份', '報', 17, 18], ['報', '上', 19, 20], ['工', '核', 20, 21]]",0.21739130434782608,0.30434782608695654
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,呃合系個接除的的鑑作業那春段還用,"[['進', '呃', 0, 1], ['行', '合', 1, 2], ['用', '系', 2, 3], ['部', '個', 3, 4], ['呃', '接', 4, 5], ['結', '除', 5, 6], ['管', '的', 6, 7], ['林', '的', 7, 8], ['外', '鑑', 8, 9], ['時', '春', 12, 13], ['光', '段', 13, 14], ['期', '還', 14, 15], ['間', '用', 15, 16]]",0.5,0.6875
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好先行檢備那第二件事是呃本們那裝資資的,"[['阿', '好', 0, 1], ['查', '備', 4, 5], ['喔', '呃', 11, 12], ['院', '們', 13, 14], ['個', '裝', 15, 16], ['備', '資', 16, 17], ['屋', '資', 17, 18], ['水', '的', 18, 19]]",0.3,0.4
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,[],0.041666666666666664,0.041666666666666664
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,呃請是簽擬簽結前兩個副主正以上長官的工作獎金,"[['院', '呃', 0, 1], ['長', '請', 1, 2], ['示', '是', 2, 3], ['以', '擬', 4, 5], ['春', '簽', 5, 6], ['節', '結', 6, 7], ['的', '前', 7, 8], ['二', '兩', 8, 9], ['級', '個', 9, 10], ['管', '正', 12, 13]]",0.2608695652173913,0.30434782608695654
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十五及十間進是明後天國院部工安室要到,"[['即', '及', 6, 7], ['時', '十', 7, 8], ['六', '間', 8, 9], ['就', '進', 9, 10], ['行', '是', 10, 11], ['民', '明', 11, 12], ['兩', '天', 13, 14], ['天', '國', 14, 15], ['令', '院', 15, 16]]",0.2272727272727273,0.18181818181818182
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙務組組真以及資材組等單長,"[['導', '務', 8, 9], ['控', '組', 9, 10], ['織', '真', 11, 12], ['實', '以', 12, 13], ['指', '資', 14, 15], ['簡', '等', 17, 18], ['位', '長', 19, 20]]",0.2,0.25
10,本所來執行本年度第一季的作業安全督檢,本所來執行本年度必一記的阿這業安全督件,本所來執行那個工第未季的消作業績的督檢,"[['本', '那', 5, 6], ['年', '個', 6, 7], ['度', '工', 7, 8], ['必', '第', 8, 9], ['一', '未', 9, 10], ['記', '季', 10, 11], ['阿', '消', 12, 13], ['這', '作', 13, 14], ['安', '績', 15, 16], ['全', '的', 16, 17], ['件', '檢', 18, 19]]",0.2777777777777778,0.3888888888888889
11,那第二件事是那個本院的廢污水的接管工程,那第二件事謝個本院的費屋室的提管工程,那第二件事那是本院的智建kp接搭都份工程,"[['謝', '那', 5, 6], ['個', '是', 6, 7], ['費', '智', 10, 11], ['屋', '建', 11, 12], ['室', 'kpi', 12, 13], ['提', '接', 14, 15], ['管', '搭', 15, 16], ['工', '都', 16, 17], ['程', '份', 17, 18]]",0.3157894736842105,0.47368421052631576
12,及參與人員以利報工及加班的申請作業,及參與人員以利報公及加班的申請作業,及參與人員以利報工及加班的申請作業,"[['公', '工', 8, 9]]",0.05882352941176471,0.0
13,好從今天開始大概有兩三星期的時間會在,那從今天開始大概有兩三個星期時間會在,那從今天開始大概有兩三個星期時間會在,[],0.16666666666666666,0.16666666666666666
14,電子所三零七三零九還有本所三一零館,呃電子所三零七三零九還有本所三一名館,呃電子所三零七零三九還有本所三品零館,"[['三', '零', 7, 8], ['零', '三', 8, 9], ['一', '品', 15, 16], ['名', '零', 16, 17]]",0.1176470588235294,0.23529411764705882
15,所長各位長官早工安組幾件事情提報,把所長各位長官早工安組阿幾件事性提報,呃所長各位長官早工安組有幾件事情提報,"[['把', '呃', 0, 1], ['阿', '有', 11, 12], ['性', '情', 15, 16]]",0.1875,0.125
16,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,[],0.0,0.0
17,不要因為方便任意跨入管制區,好不要因為幫便院益畫入管制去,但這前因樣方個他被參該院進期,"[['好', '但', 0, 1], ['不', '這', 1, 2], ['要', '前', 2, 3], ['為', '樣', 4, 5], ['幫', '方', 5, 6], ['便', '個', 6, 7], ['院', '他', 7, 8], ['益', '被', 8, 9], ['畫', '參', 9, 10], ['入', '該', 10, 11], ['管', '院', 11, 12], ['制', '進', 12, 13], ['去', '期', 13, 14]]",0.4615384615384616,0.9230769230769231
18,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,[],0.0,0.0
19,承辦單位報告所長好報告所長回報人數,承辦單位報告週長好報告所長回報人數,承辦單位報告所長好報告所長回報人數,"[['週', '所', 6, 7]]",0.05882352941176471,0.0
20,好附近館舍的部份停車格會陸續的,阿附近管舍部份評的可能回陸續的,那軍業的一的測喔估部份會報新的,"[['阿', '那', 0, 1], ['附', '軍', 1, 2], ['近', '業', 2, 3], ['管', '的', 3, 4], ['舍', '一', 4, 5], ['部', '的', 5, 6], ['份', '測', 6, 7], ['評', '喔', 7, 8], ['的', '估', 8, 9], ['可', '部', 9, 10], ['能', '份', 10, 11], ['回', '會', 11, 12], ['陸', '報', 12, 13], ['續', '新', 13, 14]]",0.5333333333333333,0.8
