,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號呃中午之前提供同意事由回復計管組報告完畢,"[['假', '同', 17, 18], ['是', '事', 19, 20]]",0.1724137931034483,0.13793103448275862
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重點是在固定隔離電的地方做壓力的一個高昂技術的準備,"[['死', '隔', 7, 8], ['起', '離', 8, 9], ['中', '電', 9, 10], ['機', '的', 10, 11], ['新', '地', 11, 12], ['講', '方', 12, 13], ['積', '做', 13, 14], ['用', '的', 16, 17], ['請', '一', 17, 18], ['及', '個', 18, 19], ['壓', '昂', 20, 21], ['請', '技', 21, 22], ['去', '術', 22, 23], ['剛', '的', 23, 24], ['評', '準', 24, 25]]",0.4615384615384616,0.6153846153846154
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,在計畫部截止登錄那請宣導同仁要配合而且要注意,"[['受', '在', 0, 1], ['到', '計', 1, 2], ['管', '畫', 2, 3], ['室', '部', 3, 4], ['盡', '截', 4, 5], ['停', '登', 6, 7], ['冊', '錄', 7, 8], ['那', '而', 17, 18]]",0.18181818181818185,0.3181818181818182
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,第一請各單位在一月八號前中午完成部份的報工,"[['業', '部', 16, 17]]",0.21739130434782608,0.21739130434782608
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,進行院部的徵用保固作業那漢工期間,"[['用', '院', 2, 3], ['呃', '的', 4, 5], ['結', '徵', 5, 6], ['管', '用', 6, 7], ['林', '保', 7, 8], ['外', '固', 8, 9], ['時', '漢', 12, 13], ['光', '工', 13, 14]]",0.5,0.5
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好先行檢查那第二件事是說本院那個廢污水,"[['阿', '好', 0, 1], ['喔', '說', 11, 12], ['備', '廢', 16, 17], ['屋', '污', 17, 18]]",0.3,0.15
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線然後會到齊報告完畢,"[['全', '會', 16, 17]]",0.041666666666666664,0.08333333333333333
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,院長室關於春會的二級副主管以上長官的工作獎金,"[['示', '室', 2, 3], ['簽', '關', 3, 4], ['以', '於', 4, 5], ['節', '會', 6, 7]]",0.2608695652173913,0.2608695652173913
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十五小週六就是明後兩天院部工安室要到,"[['即', '小', 6, 7], ['時', '週', 7, 8], ['行', '是', 10, 11], ['民', '明', 11, 12], ['令', '院', 15, 16]]",0.2272727272727273,0.09090909090909091
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙導控組確實請資材組等單位,"[['織', '確', 11, 12], ['及', '請', 13, 14], ['指', '資', 14, 15], ['簡', '等', 17, 18]]",0.2,0.15
10,本所來執行本年度第一季的作業安全督檢,本所來執行本年度必一記的阿這業安全督件,本所來執行本年度第一季的的作業安全文件,"[['必', '第', 8, 9], ['記', '季', 10, 11], ['阿', '的', 12, 13], ['這', '作', 13, 14], ['督', '文', 17, 18]]",0.2777777777777778,0.16666666666666666
11,那第二件事是那個本院的廢污水的接管工程,那第二件事謝個本院的費屋室的提管工程,那第二件事那個本院的房租房的接管工程,"[['謝', '那', 5, 6], ['費', '房', 10, 11], ['屋', '租', 11, 12], ['室', '房', 12, 13], ['提', '接', 14, 15]]",0.3157894736842105,0.21052631578947367
12,及參與人員以利報工及加班的申請作業,及參與人員以利報公及加班的申請作業,及參與人員以利報工及加班的申請作業,"[['公', '工', 8, 9]]",0.05882352941176471,0.0
13,好從今天開始大概有兩三星期的時間會在,那從今天開始大概有兩三個星期時間會在,那從今天開始大概有兩三個星期時間會在,[],0.16666666666666666,0.16666666666666666
14,電子所三零七三零九還有本所三一零館,呃電子所三零七三零九還有本所三一名館,呃電子所三零七三零九還有本所三一零館,"[['名', '零', 16, 17]]",0.1176470588235294,0.058823529411764705
15,所長各位長官早工安組幾件事情提報,把所長各位長官早工安組阿幾件事性提報,呃所長各位長官早工安組阿幾件事情提報,"[['把', '呃', 0, 1], ['性', '情', 15, 16]]",0.1875,0.125
16,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,[],0.0,0.0
17,不要因為方便任意跨入管制區,好不要因為幫便院益畫入管制去,更不要因為方便利用收入管制等,"[['好', '更', 0, 1], ['幫', '方', 5, 6], ['院', '利', 7, 8], ['益', '用', 8, 9], ['畫', '收', 9, 10], ['去', '等', 13, 14]]",0.4615384615384616,0.38461538461538464
18,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,[],0.0,0.0
19,承辦單位報告所長好報告所長回報人數,承辦單位報告週長好報告所長回報人數,承辦單位報告所長好報告所長回報人數,"[['週', '所', 6, 7]]",0.05882352941176471,0.0
20,好附近館舍的部份停車格會陸續的,阿附近管舍部份評的可能回陸續的,好附近館舍部施工的可能會陸續的,"[['阿', '好', 0, 1], ['管', '館', 3, 4], ['份', '施', 6, 7], ['評', '工', 7, 8], ['回', '會', 11, 12]]",0.5333333333333333,0.4
21,報告所長財務組本週無提報事項,報告所長財務組本週無提報事項,報告所長財務組本週無提報事項,[],0.0,0.0
22,而遭到糾舉還有影響安全,找到九據還有影響安全,達到證據沒有影響安全,"[['找', '達', 0, 1], ['九', '證', 2, 3], ['還', '沒', 4, 5]]",0.3636363636363637,0.45454545454545453
23,天頻吳主持人在計管組上線,天頻吳主持人在計管組上線,天頻吳主持人在計管組上線,[],0.0,0.0
24,精電組胡組長在電子戰組上線,精電組胡組長在電子戰組上線,精電組胡組長在電子戰組上線,[],0.0,0.0
25,由楊建文副主持人代理上線,由楊建文副主持人代理上線,由楊建文副主持人代理上線,[],0.0,0.0
26,那請相關單位配合那本組會在,那請相關單位配合那本組會在,那請相關單位配合那本組會在,[],0.0,0.0
27,全員到齊然後大成計畫,全元到齊然後大成計畫,乾元天齊然後大成計畫,"[['全', '乾', 0, 1], ['到', '天', 2, 3]]",0.1,0.3
28,好請財務組黃組長,好請財務組黃組長,好請財務組黃組長,[],0.0,0.0
29,所長好今天應到三十一員,所長好今天應到三十一員,所長好今天應到三十一員,[],0.0,0.0
30,好現在請鍾計管組鍾組長,好加請中計管組鍾組長,增數請計計管組鍾組長,"[['好', '增', 0, 1], ['加', '數', 1, 2], ['中', '計', 3, 4]]",0.2727272727272727,0.36363636363636365
31,好好請繼續,好好請繼續,好好請繼續,[],0.0,0.0
32,通信組導控組遙控組天頻專管組天齊專管組天齊系工組等六個單位,通信組導控組遙控組陳頻專管組天齊專管組天齊是工組本六個單位,通信組導控組遙控組天頻專管組天齊專管組天齊系工組等六個單位,"[['陳', '天', 9, 10], ['是', '系', 21, 22], ['本', '等', 24, 25]]",0.10344827586206896,0.0
33,將於明天明天由楊副所長帶隊前往辦理以上是一項報告報告完畢,將於明天喔你那有楊副所長拜對喔而前忙辦理第三十一項報告報告完畢,將於明天喔跟還有楊副所長針對國會幫忙辦理第三十一項報告報告完畢,"[['你', '跟', 5, 6], ['那', '還', 6, 7], ['拜', '針', 12, 13], ['喔', '國', 14, 15], ['而', '會', 15, 16], ['前', '幫', 16, 17]]",0.42857142857142855,0.4642857142857143
34,將簽奉副所長核定之需求規劃書含審查表送本組續辦報告完畢,將簽工副所長核定資需求規劃書安審查表重本組續辦報告完畢,請員黃副所長及投資需求規劃工安審查會在本組續辦報告完畢,"[['將', '請', 0, 1], ['簽', '員', 1, 2], ['工', '黃', 2, 3], ['核', '及', 6, 7], ['定', '投', 7, 8], ['書', '工', 13, 14], ['表', '會', 17, 18], ['重', '在', 18, 19]]",0.14814814814814814,0.37037037037037035
35,呃所長還有各位長官早安品後組本周有一項報告那配合那個,呃所長還有各位長官早安龍品後組本週的一項報告喔那跟那個,呃所長還有各位長官早安喔品後組本週有一項報告喔那跟那個,"[['龍', '喔', 11, 12], ['的', '有', 17, 18]]",0.2307692307692308,0.19230769230769232
36,八年研究試製的急單提案請各個需求單位在一月三十一號之前,八年研究是製的及團提案請各需求單位在一月三十一要之前,八年研究試製的集需提案請各需求單位在一月三十一號之前,"[['是', '試', 4, 5], ['及', '集', 7, 8], ['團', '需', 8, 9], ['要', '號', 23, 24]]",0.1851851851851852,0.1111111111111111
37,一零八年一月十五日上線將本院定額微額履約,一零八年一月十五日上線將本院定額唯有履約,一零八年一月十五日上線將本院定額還原履約,"[['唯', '還', 16, 17], ['有', '原', 17, 18]]",0.1,0.1
38,第三件是奉旨示將安排所長在一月二十三的上的下星期,第三件事是奉解是將安排所長在一月二三點上下事蹟,第三件事是了解所長安排所長在一月二十號以前召開,"[['奉', '了', 5, 6], ['是', '所', 7, 8], ['將', '長', 8, 9], ['三', '十', 17, 18], ['點', '號', 18, 19], ['上', '以', 19, 20], ['下', '前', 20, 21], ['事', '召', 21, 22], ['蹟', '開', 22, 23]]",0.3333333333333333,0.5
39,那最後是所長剛指示的事項已洽詢該所的工安組組長,那最後謝所長剛解示的事項一搶詢開攝的工安組組長,那最後是所長剛指示的事項要咨詢該所的工安組組長,"[['謝', '是', 3, 4], ['解', '指', 7, 8], ['一', '要', 12, 13], ['搶', '咨', 13, 14], ['開', '該', 15, 16], ['攝', '所', 16, 17]]",0.2608695652173913,0.08695652173913043
40,第一點本所各單位跨年度工令共有三十張分屬,第一點本所各單位跨年度工電共有三十張分屬,第一點本所各單位跨年度用電共有三十張分屬,"[['工', '用', 11, 12]]",0.05,0.1
41,所長各位副所長各位長官大家早本週無提報事項報告完畢,所長各位副所長各位長官大家早本週無提報事項報告完畢,所長各位副所長各位長官大家早本週無提報事項報告完畢,[],0.0,0.0
42,三及一月三十下下星期三兩天執行春節前的,三七月三次向想下事十三兩天執行春節前的,呃一月三十一號本週二三兩將執行春節前的,"[['三', '呃', 0, 1], ['七', '一', 1, 2], ['次', '十', 4, 5], ['向', '一', 5, 6], ['想', '號', 6, 7], ['下', '本', 7, 8], ['事', '週', 8, 9], ['十', '二', 9, 10], ['天', '將', 12, 13]]",0.3684210526315789,0.42105263157894735
43,所長好各位長官大家好整規組本週一件事情提報那有關一百零,欸所長好各位長官大家好整規組本週一件事情提喔那有關一百零,欸所長好各位長官大家好整規組本週一件事情提報那有關一百零,"[['喔', '報', 21, 22]]",0.07407407407407407,0.037037037037037035
44,採購結果納入廠商評鑑管理請各單位配合報告完畢,採購結果納陸廠商評鑑管理請各單位配合報告完畢,採購結果納入廠商評鑑管理請各單位配合報告完畢,"[['陸', '入', 5, 6]]",0.045454545454545456,0.0
45,於本院研製修工作命令管理作業規定工令期程以,以本院延之行工作面軍定管理部作業規定公應期程議,於本院區進行工裡及目標管理的作業規定的定期會議,"[['以', '於', 0, 1], ['延', '區', 3, 4], ['之', '進', 4, 5], ['作', '裡', 7, 8], ['面', '及', 8, 9], ['軍', '目', 9, 10], ['定', '標', 10, 11], ['部', '的', 13, 14], ['公', '的', 18, 19], ['應', '定', 19, 20], ['程', '會', 21, 22]]",0.5238095238095238,0.5714285714285714
46,安全衛生巡視那屆時請相關單位配合,安全威先巡視那屆時期相關單位配合,安全的巡巡視那到時候相關單位配合,"[['威', '的', 2, 3], ['先', '巡', 3, 4], ['屆', '到', 7, 8], ['期', '候', 9, 10]]",0.1875,0.25
47,他還不知道狀況那會持續查明報告完畢,他還不指導狀況那會持續查理報告完畢,他還在指握狀況那會持續處理報告完畢,"[['不', '在', 2, 3], ['導', '握', 4, 5], ['查', '處', 11, 12]]",0.17647058823529413,0.29411764705882354
48,所長各位長官好資材組兩點報告,所長各位長官好資材組兩點報告,所長各位長官好資材組兩點報告,[],0.0,0.0
49,第二點物籌處供應商組預劃在,第二點物籌處供應商組預劃在,第二點物籌處供應商組預劃在,[],0.0,0.0
50,那我們辦理那個本所的高階主管的滿意度調查,那我們辦理那個本所的高階計管的滿意度調長,那我們辦理那個本所的高階主管的滿意度調查,"[['計', '主', 12, 13], ['長', '查', 19, 20]]",0.1,0.0
51,報告所長通信組本週無提報事項報告完畢,報告所長通信組本週無提報事項報告完畢,報告所長通信組本週無提報事項報告完畢,[],0.0,0.0
52,呃資通資通電軍副指揮官的行程喔,呃資通資電軍通副及會管的行程喔,呃資通資電資通呃跟指管的行程喔,"[['軍', '資', 5, 6], ['副', '呃', 7, 8], ['及', '跟', 8, 9], ['會', '指', 9, 10]]",0.3333333333333333,0.4666666666666667
53,電戰組本週無提報事項報告完畢,請電戰組本週無提報事項報告完畢,請電戰組本週無提報事項報告完畢,[],0.07142857142857142,0.07142857142857142
54,不超過一年為原則不符請檢討處理,超過一年委員則不服警檢討處理,超過三成會員遇難報警乞獲處理,"[['一', '三', 2, 3], ['年', '成', 3, 4], ['委', '會', 4, 5], ['則', '遇', 6, 7], ['不', '難', 7, 8], ['服', '報', 8, 9], ['檢', '乞', 10, 11], ['討', '獲', 11, 12]]",0.3333333333333333,0.7333333333333333
55,所長副所長各位長官大家早,所長副所長各位長官大家早,所長副所長各位長官大家早,[],0.0,0.0
56,好請品後組施組長,好請品後組施組長,好請品後組施組長,[],0.0,0.0
57,好請整規組盧組長,好請整規組盧組長,好請整規組盧組長,[],0.0,0.0
58,電戰組朱組長,電戰組朱組長,電戰組朱組長,[],0.0,0.0
59,好請資材組陳組長,好請資材組陳組長,好請資材組陳組長,[],0.0,0.0
60,你請他去問他們的所長,預起他去問他們所長,請請他去問他們所長,"[['預', '請', 0, 1], ['起', '請', 1, 2]]",0.3,0.2
61,好謝謝請柯主任,好謝謝請柯主任,好謝謝請柯主任,[],0.0,0.0
62,請導控組劉組長,請導控組劉組長,請導控組劉組長,[],0.0,0.0
63,請通信組廖組長,請通信組廖組長,請通信組廖組長,[],0.0,0.0
64,報告所長水科組一件事情提報本日下午海軍官校電機系參訪萬象館,報告所長水科組一件事情提報本日下午海軍官小電機器參訪萬象館,報告所長水科組一件事情提報本日下午海軍通資電機系參訪萬象館,"[['官', '通', 19, 20], ['小', '資', 20, 21], ['器', '系', 23, 24]]",0.06896551724137931,0.06896551724137931
65,報告所長各位長官大家早指管組無提報事項,報告所長各位長位大家擾本指管組無提報事項,報告所長各位長官大家早呃指管組無提報事項,"[['位', '官', 7, 8], ['擾', '早', 10, 11], ['本', '呃', 11, 12]]",0.15789473684210525,0.05263157894736842
66,呃剩下人目前的人員是八十三員以上報告完畢,呃剩下呃目前的人員四八十三員以上報告完畢,呃剩下呃目前的人員是八十三員以上報告完畢,"[['四', '是', 9, 10]]",0.1,0.05
67,剩下一個四戰區四戰區現應該是這禮拜會打通,順這一個四戰區四算區確應該是這禮拜會保通,把這一個四戰區的戰區現應該是這禮拜會打通,"[['順', '把', 0, 1], ['四', '的', 7, 8], ['算', '戰', 8, 9], ['確', '現', 10, 11], ['保', '打', 18, 19]]",0.25,0.15
68,呃報告所長呃計算機組兩件事情提報第一件事情,呃報告所長在計算機組兩件事情提報第一件事情,呃報告所長呃計算機組兩件事情提報第一件事情,"[['在', '呃', 5, 6]]",0.047619047619047616,0.0
69,呃勇捷專案我們上禮拜呃已經把,呃勇捷專末我們上禮拜呃已經把,呃勇捷周報我們上禮拜呃已經把,"[['專', '周', 3, 4], ['末', '報', 4, 5]]",0.07142857142857142,0.14285714285714285
70,報告所長資安防護組本週無提報事項報告完畢,報告所長資安防護組本週無提報事項報告完畢,報告所長資安防護組本週無提報事項報告完畢,[],0.0,0.0
71,所長各位副所長及各位同仁大家早,所長各位副所長本及各位同大等,所長各位副所長以及各位同仁早,"[['本', '以', 7, 8], ['大', '仁', 12, 13], ['等', '早', 13, 14]]",0.26666666666666666,0.2
72,呃調派這個資安防護組呃本組,呃要派這個三安防護組呃本組,呃調派這個資安防護組呃本組,"[['要', '調', 1, 2], ['三', '資', 5, 6]]",0.15384615384615385,0.0
73,我們館裡面已經完成相關整備工作報告完畢,我們管裡面已經完成相關準備工作告完畢,我們館裡面已經完成相關準備工報告完畢,"[['管', '館', 2, 3], ['作', '報', 14, 15]]",0.15789473684210525,0.10526315789473684
74,呃感謝所長昨天的指導我們順利完成,呃感謝所長昨天的指導我們實順利完成,呃感謝所長昨天的指導我們呃順利完成,"[['實', '呃', 12, 13]]",0.0625,0.0625
75,呃本週一月十六號將有三員,呃本週一月十六號將有三員,呃本週一月十六號將有三員,[],0.0,0.0
76,報告所長無提報事項報告完畢,喔報告所長無提報事項報報告完畢,呃報告所長無提報事項項報告完畢,"[['喔', '呃', 0, 1], ['報', '項', 10, 11]]",0.15384615384615385,0.15384615384615385
77,二戰區的也已經上線了那現在就是,二撰區的也已經算線了那現在個,二戰區的也已經上線了那現在呃,"[['撰', '戰', 1, 2], ['算', '上', 7, 8], ['個', '呃', 13, 14]]",0.26666666666666666,0.13333333333333333
78,呃報告所長那個玄武計畫一件事情報告,報告所長那個玄武計畫一件事情報告,報告所長那個玄武計畫一件事情報告,[],0.05882352941176471,0.058823529411764705
79,發呃呈上呈第二件事情本組,把的整上呈第二件事情本組,呃完整上呈第二件事情本組,"[['把', '呃', 0, 1], ['的', '完', 1, 2]]",0.25,0.25
80,報告所長亢龍計畫本週無提報事項,報告所長亢龍計畫本週無提報事項,報告所長亢龍計畫本週無提報事項,[],0.0,0.0
81,報告所長網戰組本週無提報事項報告完畢,報告所長網戰組本週無提報事項告完畢,報告所長網戰組本週無提報事報告完畢,"[['項', '報', 13, 14]]",0.05555555555555555,0.05555555555555555
82,導控組本週無提報事項報告完畢,導控組本週無提報事項報告完畢,導控組本週無提報事項報告完畢,[],0.0,0.0
83,呃報告所長精電組本週無提報事項,呃報告所長精電組本週無提報事項,呃報告所長精電組本週無提報事項,[],0.0,0.0
84,好謝謝請遙控組簡組長,好謝謝請遙控組簡組長,好謝謝請遙控組簡組長,[],0.0,0.0
85,報告所長水感組沒有提報事項,報告所長水感組沒有提報事項,報告所長水感組沒有提報事項,[],0.0,0.0
86,好請資安防護組蘇組長,好請資安防護組蘇組長,好請資安防護組蘇組長,[],0.0,0.0
87,亢龍計畫鄧副主持人,亢龍計畫鄧副主持人,亢龍計畫鄧副主持人,[],0.0,0.0
88,報告所長遙控組無提報事項,報告所長遙控組無提報事項,報告所長遙控組無提報事項,[],0.0,0.0
89,好網戰請網戰組吳組長,好網戰組請網戰組吳組長,好網戰組請網戰組吳組長,[],0.1,0.1
90,請玄武計畫毛主持人,好請玄武計畫毛主持人,好請玄武計畫毛主持人,[],0.1111111111111111,0.1111111111111111
91,好請水感組賴組長,好請水感組賴組長,好請水感組賴組長,[],0.0,0.0
92,請水科組梅組長,請水科組梅組長,請水科組梅組長,[],0.0,0.0
93,人工智慧組湯組長,人工智慧組湯組長,人工智慧組湯組長,[],0.0,0.0
94,請計算機組陳組長,請計算機組陳組長,請計算機組陳組長,[],0.0,0.0
95,好請指管組王組長,好請指管組王組長,好請指管組王組長,[],0.0,0.0
96,那個整規組盧組長儘速安排本人來主持這個會議召集相關人員報告完畢,那個整規組盧組長儘速安排的人來主持這個會議早底相關人員報告完畢,那個整規組盧組長儘速安排本人來主持這個會議會議相關人員報告完畢,"[['的', '本', 12, 13], ['早', '會', 21, 22], ['底', '議', 22, 23]]",0.0967741935483871,0.06451612903225806
97,呃洞九三洞那個通次室邀請邀訪參邀請參訪NCC的監控中心,呃動九申動應該通次室邀請要長差的要請參訪分信息結跟心,推薦的活動應因通次室邀請的公開的申請參與的信息要關閉,"[['呃', '推', 0, 1], ['動', '薦', 1, 2], ['九', '的', 2, 3], ['申', '活', 3, 4], ['該', '因', 6, 7], ['要', '的', 12, 13], ['長', '公', 13, 14], ['差', '開', 14, 15], ['要', '申', 16, 17], ['訪', '與', 19, 20], ['分', '的', 20, 21], ['結', '要', 23, 24], ['跟', '關', 24, 25], ['心', '閉', 25, 26]]",0.6296296296296297,0.7777777777777778
98,那個那個主持人那個中午喔我要陪葛副到水科組,那個那個主持那個週五號我要配葛副到水科組,那個那個主持那個週五喔我要配葛副到水科組,"[['號', '喔', 10, 11]]",0.2380952380952381,0.19047619047619047
99,所長各位長官大家早公關呂主任一件事情報告,所長各位長官大家早公關呂主任一件事情報告,所長各位長官大家早公關呂主任一件事情報告,[],0.0,0.0
100,報告所長及各位長官乾元計畫三點提報第一點本週三,報告所長及各位長官乾元計畫三點提報第一點本週三,報告所長及各位長官乾元計畫三點提報第一點本週三,[],0.0,0.0
101,欸元昊訓場那細節我們會再跟國防部聯繫第三點本週五,欸也號訓場那謝謝會在跟廣防部理性第三點本週五,欸七鵬訓場那謝隊長會到國防部觀禮第三點本週五,"[['也', '七', 1, 2], ['號', '鵬', 2, 3], ['謝', '隊', 7, 8], ['會', '長', 8, 9], ['在', '會', 9, 10], ['跟', '到', 10, 11], ['廣', '國', 11, 12], ['理', '觀', 14, 15], ['性', '禮', 15, 16]]",0.4166666666666667,0.4166666666666667
102,那個台中支援國軍執行戰力防護實兵演練報告完畢,那個開中科員國已軍核組辦理防務這邊演年報告完畢,那召開簡科及空軍教準組辦理財務這邊半點報告完畢,"[['個', '召', 1, 2], ['中', '簡', 3, 4], ['員', '及', 5, 6], ['國', '空', 6, 7], ['已', '軍', 7, 8], ['軍', '教', 8, 9], ['核', '準', 9, 10], ['防', '財', 13, 14], ['演', '半', 17, 18], ['年', '點', 18, 19]]",0.5454545454545454,0.7727272727272727
