,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號呃中午之前提供申書是否回覆計管組報告完畢,"[['假', '申', 17, 18], ['意', '書', 18, 19], ['由', '否', 20, 21], ['復', '覆', 22, 23]]",0.1724137931034483,0.1724137931034483
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重點是在固定燃氣中心新增的壓式油槽及高壓備用礦井室,"[['死', '燃', 7, 8], ['起', '氣', 8, 9], ['機', '心', 10, 11], ['講', '增', 12, 13], ['積', '的', 13, 14], ['力', '式', 15, 16], ['用', '油', 16, 17], ['請', '槽', 17, 18], ['請', '備', 21, 22], ['去', '用', 22, 23], ['剛', '礦', 23, 24], ['評', '井', 24, 25], ['備', '室', 25, 26]]",0.4615384615384616,0.5769230769230769
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,受到管制盡量停車那請宣導同仁要配合那也要注意,"[['室', '制', 3, 4], ['止', '量', 5, 6], ['冊', '車', 7, 8], ['且', '也', 18, 19]]",0.18181818181818185,0.18181818181818182
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,第一請各單位在一月八號前中午完成業務的報工,"[['份', '務', 17, 18]]",0.21739130434782608,0.2608695652173913
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,進行大部份的轉現場作業那這段期間,"[['用', '大', 2, 3], ['呃', '份', 4, 5], ['結', '的', 5, 6], ['管', '轉', 6, 7], ['林', '現', 7, 8], ['外', '場', 8, 9], ['時', '這', 12, 13], ['光', '段', 13, 14]]",0.5,0.5625
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,阿先行檢查那第二件事是說本院那個物籌處,"[['喔', '說', 11, 12], ['備', '物', 16, 17], ['屋', '籌', 17, 18], ['水', '處', 18, 19]]",0.3,0.35
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線然後會到齊報告完畢,"[['全', '會', 16, 17]]",0.041666666666666664,0.08333333333333333
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,院長指示普及目前二級副主管以上長官的工作獎金,"[['示', '指', 2, 3], ['簽', '示', 3, 4], ['以', '普', 4, 5], ['春', '及', 5, 6], ['節', '目', 6, 7], ['的', '前', 7, 8]]",0.2608695652173913,0.34782608695652173
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十六號及也就是明後兩天院部工安室要到,"[['五', '六', 5, 6], ['即', '號', 6, 7], ['時', '及', 7, 8], ['六', '也', 8, 9], ['行', '是', 10, 11], ['民', '明', 11, 12], ['令', '院', 15, 16]]",0.2272727272727273,0.18181818181818182
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙導控組及實施指管組等單位,"[['織', '及', 11, 12], ['及', '施', 13, 14], ['材', '管', 15, 16], ['簡', '等', 17, 18]]",0.2,0.25
