,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號的中午之前提供資核事由回覆計管組報告完畢,"[['呃', '的', 10, 11], ['假', '資', 17, 18], ['意', '核', 18, 19], ['是', '事', 19, 20], ['復', '覆', 22, 23]]",0.1724137931034483,0.10344827586206896
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重點是在本年度的這些預算的那料料以及購料都做為統備,"[['固', '本', 5, 6], ['定', '年', 6, 7], ['死', '度', 7, 8], ['起', '的', 8, 9], ['中', '這', 9, 10], ['機', '些', 10, 11], ['新', '預', 11, 12], ['講', '算', 12, 13], ['積', '的', 13, 14], ['壓', '那', 14, 15], ['力', '料', 15, 16], ['用', '料', 16, 17], ['請', '以', 17, 18], ['高', '購', 19, 20], ['壓', '料', 20, 21], ['請', '都', 21, 22], ['去', '做', 22, 23], ['剛', '為', 23, 24], ['評', '統', 24, 25]]",0.4615384615384616,0.7692307692307693
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,到辦公室看解安喔那請各導控也要配合而且要注意,"[['受', '到', 0, 1], ['到', '辦', 1, 2], ['管', '公', 2, 3], ['盡', '看', 4, 5], ['止', '解', 5, 6], ['停', '安', 6, 7], ['冊', '喔', 7, 8], ['宣', '各', 10, 11], ['同', '控', 12, 13], ['仁', '也', 13, 14], ['那', '而', 17, 18]]",0.18181818181818185,0.5
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,所一請各單位在一月八號前中午完成驗份的報工,"[['第', '所', 0, 1], ['業', '驗', 16, 17]]",0.21739130434782608,0.21739130434782608
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,全軍結行整個個國造會業的這個測練,"[['進', '全', 0, 1], ['行', '軍', 1, 2], ['用', '結', 2, 3], ['部', '行', 3, 4], ['呃', '整', 4, 5], ['結', '個', 5, 6], ['管', '個', 6, 7], ['林', '國', 7, 8], ['外', '造', 8, 9], ['作', '會', 9, 10], ['那', '的', 11, 12], ['時', '這', 12, 13], ['光', '個', 13, 14], ['期', '測', 14, 15], ['間', '練', 15, 16]]",0.5,0.9375
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好先行檢查那第二件事是是本院那個新理喔,"[['阿', '好', 0, 1], ['喔', '是', 11, 12], ['備', '新', 16, 17], ['屋', '理', 17, 18], ['水', '喔', 18, 19]]",0.3,0.3
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線然後全部齊報告完畢,"[['到', '部', 17, 18]]",0.041666666666666664,0.08333333333333333
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,呃宣導所長簽定的二級副百官以上長官的工作獎金,"[['院', '呃', 0, 1], ['長', '宣', 1, 2], ['示', '導', 2, 3], ['簽', '所', 3, 4], ['以', '長', 4, 5], ['春', '簽', 5, 6], ['節', '定', 6, 7], ['主', '百', 11, 12], ['管', '官', 12, 13]]",0.2608695652173913,0.30434782608695654
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十日及十六就是明後兩天院部工安室要到,"[['五', '日', 5, 6], ['即', '及', 6, 7], ['時', '十', 7, 8], ['行', '是', 10, 11], ['民', '明', 11, 12], ['令', '院', 15, 16]]",0.2272727272727273,0.045454545454545456
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙材組組組長及資材組等單位,"[['導', '材', 8, 9], ['控', '組', 9, 10], ['織', '組', 11, 12], ['實', '長', 12, 13], ['指', '資', 14, 15], ['簡', '等', 17, 18]]",0.2,0.2
