,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號的中午之前提供供資料由本組的長長報告完畢,"[['呃', '的', 10, 11], ['假', '供', 17, 18], ['意', '資', 18, 19], ['是', '料', 19, 20], ['回', '本', 21, 22], ['復', '組', 22, 23], ['計', '的', 23, 24], ['管', '長', 24, 25], ['組', '長', 25, 26]]",0.1724137931034483,0.3103448275862069
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那尤其是在科產類投資有採購積極的大品各普退電仁參加的,"[['重', '尤', 1, 2], ['點', '其', 2, 3], ['固', '科', 5, 6], ['定', '產', 6, 7], ['死', '類', 7, 8], ['起', '投', 8, 9], ['中', '資', 9, 10], ['機', '有', 10, 11], ['新', '採', 11, 12], ['講', '購', 12, 13], ['壓', '極', 14, 15], ['力', '的', 15, 16], ['用', '大', 16, 17], ['請', '品', 17, 18], ['及', '各', 18, 19], ['高', '普', 19, 20], ['壓', '退', 20, 21], ['請', '電', 21, 22], ['去', '仁', 22, 23], ['剛', '參', 23, 24], ['評', '加', 24, 25], ['備', '的', 25, 26]]",0.4615384615384616,0.8846153846153846
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,受到那安全制服制那請宣導同仁要配意那個要注意,"[['管', '那', 2, 3], ['室', '安', 3, 4], ['盡', '全', 4, 5], ['止', '制', 5, 6], ['停', '服', 6, 7], ['冊', '制', 7, 8], ['合', '意', 16, 17], ['且', '個', 18, 19]]",0.18181818181818185,0.4090909090909091
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,所一請各單位在一月八號前中午完成佐工的回工,"[['第', '所', 0, 1], ['業', '佐', 16, 17], ['份', '工', 17, 18], ['報', '回', 19, 20]]",0.21739130434782608,0.30434782608695654
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,進行那部呃核管的的作業那院前是證,"[['用', '那', 2, 3], ['結', '核', 5, 6], ['林', '的', 7, 8], ['外', '的', 8, 9], ['時', '院', 12, 13], ['光', '前', 13, 14], ['期', '是', 14, 15], ['間', '證', 15, 16]]",0.5,0.625
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好先行檢查那第二件事是喔本針那個新防喔,"[['阿', '好', 0, 1], ['院', '針', 13, 14], ['備', '新', 16, 17], ['屋', '防', 17, 18], ['水', '喔', 18, 19]]",0.3,0.35
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線然後全部齊報告完畢,"[['到', '部', 17, 18]]",0.041666666666666664,0.08333333333333333
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,院長主求呃核院的二級副三官以上長官的工作獎制,"[['示', '主', 2, 3], ['簽', '求', 3, 4], ['以', '呃', 4, 5], ['春', '核', 5, 6], ['節', '院', 6, 7], ['主', '三', 11, 12], ['管', '官', 12, 13], ['金', '制', 21, 22]]",0.2608695652173913,0.34782608695652173
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十五號之後就是明後兩天的人工專案要到,"[['即', '號', 6, 7], ['時', '之', 7, 8], ['六', '後', 8, 9], ['行', '是', 10, 11], ['民', '明', 11, 12], ['令', '的', 15, 16], ['部', '人', 16, 17], ['安', '專', 18, 19], ['室', '案', 19, 20]]",0.2272727272727273,0.3181818181818182
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙材控組組長及資材組簡單長,"[['導', '材', 8, 9], ['織', '組', 11, 12], ['實', '長', 12, 13], ['指', '資', 14, 15], ['位', '長', 19, 20]]",0.2,0.25
10,本所來執行本年度第一季的作業安全督檢,本所來執行本年度必一記的阿這業安全督件,本所來執行本年度第一季的工作業安全督查,"[['必', '第', 8, 9], ['記', '季', 10, 11], ['阿', '工', 12, 13], ['這', '作', 13, 14], ['件', '查', 18, 19]]",0.2777777777777778,0.1111111111111111
11,那第二件事是那個本院的廢污水的接管工程,那第二件事謝個本院的費屋室的提管工程,那第二件事情是本院的提員案的那關購目,"[['謝', '情', 5, 6], ['個', '是', 6, 7], ['費', '提', 10, 11], ['屋', '員', 11, 12], ['室', '案', 12, 13], ['提', '那', 14, 15], ['管', '關', 15, 16], ['工', '購', 16, 17], ['程', '目', 17, 18]]",0.3157894736842105,0.5263157894736842
12,及參與人員以利報工及加班的申請作業,及參與人員以利報公及加班的申請作業,及參與人員以利報工及加班的申請作業,"[['公', '工', 8, 9]]",0.05882352941176471,0.0
13,好從今天開始大概有兩三星期的時間會在,那從今天開始大概有兩三個星期時間會在,那從今天開始大概有兩三個星期喔間會在,"[['時', '喔', 14, 15]]",0.16666666666666666,0.2222222222222222
14,電子所三零七三零九還有本所三一零館,呃電子所三零七三零九還有本所三一名館,呃電子所三有電電學案還有本所三一零館,"[['零', '有', 5, 6], ['七', '電', 6, 7], ['三', '電', 7, 8], ['零', '學', 8, 9], ['九', '案', 9, 10], ['名', '零', 16, 17]]",0.1176470588235294,0.35294117647058826
15,所長各位長官早工安組幾件事情提報,把所長各位長官早工安組阿幾件事性提報,呃所長各位長官早工安組有幾件事情提報,"[['把', '呃', 0, 1], ['阿', '有', 11, 12], ['性', '情', 15, 16]]",0.1875,0.125
