,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號的中午之前提供查急事由回報給所組報告完畢,"[['呃', '的', 10, 11], ['假', '查', 17, 18], ['意', '急', 18, 19], ['是', '事', 19, 20], ['復', '報', 22, 23], ['計', '給', 23, 24], ['管', '所', 24, 25]]",0.1724137931034483,0.20689655172413793
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重點是在生含電量電之新增氣體料件及非常壓裝置做提測,"[['固', '生', 5, 6], ['定', '含', 6, 7], ['死', '電', 7, 8], ['起', '量', 8, 9], ['中', '電', 9, 10], ['機', '之', 10, 11], ['講', '增', 12, 13], ['積', '氣', 13, 14], ['壓', '體', 14, 15], ['力', '料', 15, 16], ['用', '件', 16, 17], ['請', '及', 17, 18], ['及', '非', 18, 19], ['高', '常', 19, 20], ['請', '裝', 21, 22], ['去', '置', 22, 23], ['剛', '做', 23, 24], ['評', '提', 24, 25], ['備', '測', 25, 26]]",0.4615384615384616,0.7692307692307693
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,受到管制管止停離那請宣導同仁要配合而且要注意,"[['室', '制', 3, 4], ['盡', '管', 4, 5], ['冊', '離', 7, 8], ['那', '而', 17, 18]]",0.18181818181818185,0.09090909090909091
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,所一請各單位在一月八號前中午完成財部的審點,"[['第', '所', 0, 1], ['業', '財', 16, 17], ['份', '部', 17, 18], ['報', '審', 19, 20], ['工', '點', 20, 21]]",0.21739130434782608,0.34782608695652173
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,進行一個對個管道的測試那今在就能,"[['用', '一', 2, 3], ['部', '個', 3, 4], ['呃', '對', 4, 5], ['結', '個', 5, 6], ['林', '道', 7, 8], ['外', '的', 8, 9], ['作', '測', 9, 10], ['業', '試', 10, 11], ['時', '今', 12, 13], ['光', '在', 13, 14], ['期', '就', 14, 15], ['間', '能', 15, 16]]",0.5,0.8125
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,的先行檢備那第二件事是說本所那個組品商,"[['阿', '的', 0, 1], ['查', '備', 4, 5], ['喔', '說', 11, 12], ['院', '所', 13, 14], ['備', '組', 16, 17], ['屋', '品', 17, 18], ['水', '商', 18, 19]]",0.3,0.45
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙材組簡組長那材在資材組上線然後全部齊報告完畢,"[['控', '材', 1, 2], ['資', '那', 6, 7], ['到', '部', 17, 18]]",0.041666666666666664,0.16666666666666666
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,企畫室簽奉檢制的期份副二級以上職官的工作獎金,"[['院', '企', 0, 1], ['長', '畫', 1, 2], ['示', '室', 2, 3], ['以', '奉', 4, 5], ['春', '檢', 5, 6], ['節', '制', 6, 7], ['二', '期', 8, 9], ['級', '份', 9, 10], ['主', '二', 11, 12], ['管', '級', 12, 13], ['長', '職', 15, 16]]",0.2608695652173913,0.4782608695652174
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十五號這兩個星時間兩天下上的時室要到,"[['即', '號', 6, 7], ['時', '這', 7, 8], ['六', '兩', 8, 9], ['就', '個', 9, 10], ['行', '星', 10, 11], ['民', '時', 11, 12], ['後', '間', 12, 13], ['令', '下', 15, 16], ['部', '上', 16, 17], ['工', '的', 17, 18], ['安', '時', 18, 19]]",0.2272727272727273,0.5
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙個控組個實施遙材組簡組長,"[['導', '個', 8, 9], ['織', '個', 11, 12], ['及', '施', 13, 14], ['指', '遙', 14, 15], ['單', '組', 18, 19], ['位', '長', 19, 20]]",0.2,0.4
