,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號的中班之前完到的料事否本個給所組報告完畢,"[['呃', '的', 10, 11], ['午', '班', 12, 13], ['提', '完', 15, 16], ['供', '到', 16, 17], ['假', '的', 17, 18], ['意', '料', 18, 19], ['是', '事', 19, 20], ['由', '否', 20, 21], ['回', '本', 21, 22], ['復', '個', 22, 23], ['計', '給', 23, 24], ['管', '所', 24, 25]]",0.1724137931034483,0.3793103448275862
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重其是在針週通氣器機構生的體使大器做時料爐件做提測,"[['點', '其', 2, 3], ['固', '針', 5, 6], ['定', '週', 6, 7], ['死', '通', 7, 8], ['起', '氣', 8, 9], ['中', '器', 9, 10], ['新', '構', 11, 12], ['講', '生', 12, 13], ['積', '的', 13, 14], ['壓', '體', 14, 15], ['力', '使', 15, 16], ['用', '大', 16, 17], ['請', '器', 17, 18], ['及', '做', 18, 19], ['高', '時', 19, 20], ['壓', '料', 20, 21], ['請', '爐', 21, 22], ['去', '件', 22, 23], ['剛', '做', 23, 24], ['評', '提', 24, 25], ['備', '測', 25, 26]]",0.4615384615384616,0.7692307692307693
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,喔主管制的制停離那請宣導同仁要配合而且要注意,"[['受', '喔', 0, 1], ['到', '主', 1, 2], ['室', '制', 3, 4], ['盡', '的', 4, 5], ['止', '制', 5, 6], ['冊', '離', 7, 8], ['那', '而', 17, 18]]",0.18181818181818185,0.22727272727272727
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,所一請各單位在一月八號前中午完成年項的審點,"[['第', '所', 0, 1], ['業', '年', 16, 17], ['份', '項', 17, 18], ['報', '審', 19, 20], ['工', '點', 20, 21]]",0.21739130434782608,0.34782608695652173
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,在艦緊個打的的送的上業那整段就能,"[['進', '在', 0, 1], ['行', '艦', 1, 2], ['用', '緊', 2, 3], ['部', '個', 3, 4], ['呃', '打', 4, 5], ['結', '的', 5, 6], ['管', '的', 6, 7], ['林', '送', 7, 8], ['外', '的', 8, 9], ['作', '上', 9, 10], ['時', '整', 12, 13], ['光', '段', 13, 14], ['期', '就', 14, 15], ['間', '能', 15, 16]]",0.5,0.8125
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,的先行檢查那第二件事是阿本院那個組品商,"[['阿', '的', 0, 1], ['喔', '阿', 11, 12], ['備', '組', 16, 17], ['屋', '品', 17, 18], ['水', '商', 18, 19]]",0.3,0.35
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙那組簡組長那材在資材組上線後完呈部齊報告完畢,"[['控', '那', 1, 2], ['資', '那', 6, 7], ['然', '後', 14, 15], ['後', '完', 15, 16], ['全', '呈', 16, 17], ['到', '部', 17, 18]]",0.041666666666666664,0.25
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,呃指室給發結結前二級副主及以上職官的工作獎金,"[['院', '呃', 0, 1], ['長', '指', 1, 2], ['示', '室', 2, 3], ['簽', '給', 3, 4], ['以', '發', 4, 5], ['春', '結', 5, 6], ['節', '結', 6, 7], ['的', '前', 7, 8], ['管', '及', 12, 13], ['長', '職', 15, 16]]",0.2608695652173913,0.34782608695652173
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十五及十下進是前後天司院部的時室要到,"[['即', '及', 6, 7], ['時', '十', 7, 8], ['六', '下', 8, 9], ['就', '進', 9, 10], ['行', '是', 10, 11], ['民', '前', 11, 12], ['兩', '天', 13, 14], ['天', '司', 14, 15], ['令', '院', 15, 16], ['工', '的', 17, 18], ['安', '時', 18, 19]]",0.2272727272727273,0.3181818181818182
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙人組組真以施專材的等組長,"[['導', '人', 8, 9], ['控', '組', 9, 10], ['織', '真', 11, 12], ['實', '以', 12, 13], ['及', '施', 13, 14], ['指', '專', 14, 15], ['組', '的', 16, 17], ['簡', '等', 17, 18], ['單', '組', 18, 19], ['位', '長', 19, 20]]",0.2,0.45
10,本所來執行本年度第一季的作業安全督檢,本所來執行本年度必一記的阿這業安全督件,本所來執行那個務第須季的第作業績全督檢,"[['本', '那', 5, 6], ['年', '個', 6, 7], ['度', '務', 7, 8], ['必', '第', 8, 9], ['一', '須', 9, 10], ['記', '季', 10, 11], ['阿', '第', 12, 13], ['這', '作', 13, 14], ['安', '績', 15, 16], ['件', '檢', 18, 19]]",0.2777777777777778,0.3333333333333333
11,那第二件事是那個本院的廢污水的接管工程,那第二件事謝個本院的費屋室的提管工程,那第二件事那是本院的智護案的改舊工形,"[['謝', '那', 5, 6], ['個', '是', 6, 7], ['費', '智', 10, 11], ['屋', '護', 11, 12], ['室', '案', 12, 13], ['提', '改', 14, 15], ['管', '舊', 15, 16], ['程', '形', 17, 18]]",0.3157894736842105,0.42105263157894735
12,及參與人員以利報工及加班的申請作業,及參與人員以利報公及加班的申請作業,及參與人員以利報工及加班的申請作業,"[['公', '工', 8, 9]]",0.05882352941176471,0.0
13,好從今天開始大概有兩三星期的時間會在,那從今天開始大概有兩三個星期時間會在,那從今天開始大概有兩三個星期時間會在,[],0.16666666666666666,0.16666666666666666
14,電子所三零七三零九還有本所三一零館,呃電子所三零七三零九還有本所三一名館,呃統所所三十十十組那還有本所三個零啊,"[['電', '統', 1, 2], ['子', '所', 2, 3], ['零', '十', 5, 6], ['七', '十', 6, 7], ['三', '十', 7, 8], ['零', '組', 8, 9], ['九', '那', 9, 10], ['一', '個', 15, 16], ['名', '零', 16, 17], ['館', '啊', 17, 18]]",0.1176470588235294,0.5882352941176471
15,所長各位長官早工安組幾件事情提報,把所長各位長官早工安組阿幾件事性提報,呃所長各位長官早工安組本幾件事情提報,"[['把', '呃', 0, 1], ['阿', '本', 11, 12], ['性', '情', 15, 16]]",0.1875,0.125
16,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,[],0.0,0.0
17,不要因為方便任意跨入管制區,好不要因為幫便院益畫入管制去,這年在有在方個把他喔被私而內,"[['好', '這', 0, 1], ['不', '年', 1, 2], ['要', '在', 2, 3], ['因', '有', 3, 4], ['為', '在', 4, 5], ['幫', '方', 5, 6], ['便', '個', 6, 7], ['院', '把', 7, 8], ['益', '他', 8, 9], ['畫', '喔', 9, 10], ['入', '被', 10, 11], ['管', '私', 11, 12], ['制', '而', 12, 13], ['去', '內', 13, 14]]",0.4615384615384616,1.0
18,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,[],0.0,0.0
19,承辦單位報告所長好報告所長回報人數,承辦單位報告週長好報告所長回報人數,承辦單位報告所長好報告所長回報人數,"[['週', '所', 6, 7]]",0.05882352941176471,0.0
20,好附近館舍的部份停車格會陸續的,阿附近管舍部份評的可能回陸續的,好因為奇一有測停估還份會陸新的,"[['阿', '好', 0, 1], ['附', '因', 1, 2], ['近', '為', 2, 3], ['管', '奇', 3, 4], ['舍', '一', 4, 5], ['部', '有', 5, 6], ['份', '測', 6, 7], ['評', '停', 7, 8], ['的', '估', 8, 9], ['可', '還', 9, 10], ['能', '份', 10, 11], ['回', '會', 11, 12], ['續', '新', 13, 14]]",0.5333333333333333,0.7333333333333333
21,報告所長財務組本週無提報事項,報告所長財務組本週無提報事項,報告所長網控組本週無提報事項,"[['財', '網', 4, 5], ['務', '控', 5, 6]]",0.0,0.14285714285714285
22,而遭到糾舉還有影響安全,找到九據還有影響安全,如果問晚還有證證人的,"[['找', '如', 0, 1], ['到', '果', 1, 2], ['九', '問', 2, 3], ['據', '晚', 3, 4], ['影', '證', 6, 7], ['響', '證', 7, 8], ['安', '人', 8, 9], ['全', '的', 9, 10]]",0.3636363636363637,0.8181818181818182
23,天頻吳主持人在計管組上線,天頻吳主持人在計管組上線,天頻吳主持人在計管組上線,[],0.0,0.0
24,精電組胡組長在電子戰組上線,精電組胡組長在電子戰組上線,精電組胡組長在國子戰組上線,"[['電', '國', 7, 8]]",0.0,0.07692307692307693
25,由楊建文副主持人代理上線,由楊建文副主持人代理上線,由楊武文副理組理代理上線,"[['建', '武', 2, 3], ['主', '理', 5, 6], ['持', '組', 6, 7], ['人', '理', 7, 8]]",0.0,0.3333333333333333
26,那請相關單位配合那本組會在,那請相關單位配合那本組會在,那請相關單位配合那本組會在,[],0.0,0.0
27,全員到齊然後大成計畫,全元到齊然後大成計畫,乾員一六然後到成計畫,"[['全', '乾', 0, 1], ['元', '員', 1, 2], ['到', '一', 2, 3], ['齊', '六', 3, 4], ['大', '到', 6, 7]]",0.1,0.4
28,好請財務組黃組長,好請財務組黃組長,好請財務組黃組長,[],0.0,0.0
29,所長好今天應到三十一員,所長好今天應到三十一員,所長好今天應到三十一員,[],0.0,0.0
30,好現在請鍾計管組鍾組長,好加請中計管組鍾組長,二請鍾計計管組鍾組長,"[['好', '二', 0, 1], ['加', '請', 1, 2], ['請', '鍾', 2, 3], ['中', '計', 3, 4]]",0.2727272727272727,0.36363636363636365
31,好好請繼續,好好請繼續,好好請說長,"[['繼', '說', 3, 4], ['續', '長', 4, 5]]",0.0,0.4
32,通信組導控組遙控組天頻專管組天齊專管組天齊系工組等六個單位,通信組導控組遙控組陳頻專管組天齊專管組天齊是工組本六個單位,分別組導控組遙控組天頻專管組天齊專管組分要系管組等六個單位,"[['通', '分', 0, 1], ['信', '別', 1, 2], ['陳', '天', 9, 10], ['天', '分', 19, 20], ['齊', '要', 20, 21], ['是', '系', 21, 22], ['工', '管', 22, 23], ['本', '等', 24, 25]]",0.10344827586206896,0.1724137931034483
33,將於明天明天由楊副所長帶隊前往辦理以上是一項報告報告完畢,將於明天喔你那有楊副所長拜對喔而前忙辦理第三十一項報告報告完畢,將於明天二由們個楊明個禮針訪本目幫在提成會上的一項報告報告完畢,"[['喔', '二', 4, 5], ['你', '由', 5, 6], ['那', '們', 6, 7], ['有', '個', 7, 8], ['副', '明', 9, 10], ['所', '個', 10, 11], ['長', '禮', 11, 12], ['拜', '針', 12, 13], ['對', '訪', 13, 14], ['喔', '本', 14, 15], ['而', '目', 15, 16], ['前', '幫', 16, 17], ['忙', '在', 17, 18], ['辦', '提', 18, 19], ['理', '成', 19, 20], ['第', '會', 20, 21], ['三', '上', 21, 22], ['十', '的', 22, 23]]",0.42857142857142855,0.6071428571428571
34,將簽奉副所長核定之需求規劃書含審查表送本組續辦報告完畢,將簽工副所長核定資需求規劃書安審查表重本組續辦報告完畢,將簽奉作處關核供的料的的明工含排後送送本組續辦報告完畢,"[['工', '奉', 2, 3], ['副', '作', 3, 4], ['所', '處', 4, 5], ['長', '關', 5, 6], ['定', '供', 7, 8], ['資', '的', 8, 9], ['需', '料', 9, 10], ['求', '的', 10, 11], ['規', '的', 11, 12], ['劃', '明', 12, 13], ['書', '工', 13, 14], ['安', '含', 14, 15], ['審', '排', 15, 16], ['查', '後', 16, 17], ['表', '送', 17, 18], ['重', '送', 18, 19]]",0.14814814814814814,0.48148148148148145
35,呃所長還有各位長官早安品後組本周有一項報告那配合那個,呃所長還有各位長官早安龍品後組本週的一項報告喔那跟那個,呃所長還有各位長官早安喔品後組本週的一項報告喔那請那個,"[['龍', '喔', 11, 12], ['跟', '請', 24, 25]]",0.2307692307692308,0.23076923076923078
36,八年研究試製的急單提案請各個需求單位在一月三十一號之前,八年研究是製的及團提案請各需求單位在一月三十一要之前,八年以年試製的一量隊案請各參求單位在一月三十號號完出,"[['研', '以', 2, 3], ['究', '年', 3, 4], ['是', '試', 4, 5], ['及', '一', 7, 8], ['團', '量', 8, 9], ['提', '隊', 9, 10], ['需', '參', 13, 14], ['一', '號', 22, 23], ['要', '號', 23, 24], ['之', '完', 24, 25], ['前', '出', 25, 26]]",0.1851851851851852,0.37037037037037035
37,一零八年一月十五日上線將本院定額微額履約,一零八年一月十五日上線將本院定額唯有履約,一一組一一月十五日上線將本院實額採應經個,"[['零', '一', 1, 2], ['八', '組', 2, 3], ['年', '一', 3, 4], ['定', '實', 14, 15], ['唯', '採', 16, 17], ['有', '應', 17, 18], ['履', '經', 18, 19], ['約', '個', 19, 20]]",0.1,0.4
38,第三件是奉旨示將安排所長在一月二十三的上的下星期,第三件事是奉解是將安排所長在一月二三點上下事蹟,第三件事是是就所將安排軍長在明月二三的上下星期,"[['奉', '是', 5, 6], ['解', '就', 6, 7], ['是', '所', 7, 8], ['所', '軍', 11, 12], ['一', '明', 14, 15], ['點', '的', 18, 19], ['事', '星', 21, 22], ['蹟', '期', 22, 23]]",0.3333333333333333,0.3333333333333333
39,那最後是所長剛指示的事項已洽詢該所的工安組組長,那最後謝所長剛解示的事項一搶詢開攝的工安組組長,那最謝是所長剛指示的事項已個是該們後時目組組知,"[['後', '謝', 2, 3], ['謝', '是', 3, 4], ['解', '指', 7, 8], ['一', '已', 12, 13], ['搶', '個', 13, 14], ['詢', '是', 14, 15], ['開', '該', 15, 16], ['攝', '們', 16, 17], ['的', '後', 17, 18], ['工', '時', 18, 19], ['安', '目', 19, 20], ['長', '知', 22, 23]]",0.2608695652173913,0.34782608695652173
40,第一點本所各單位跨年度工令共有三十張分屬,第一點本所各單位跨年度工電共有三十張分屬,第一點本所各單位跨年度工令預有三十張分屬,"[['電', '令', 12, 13], ['共', '預', 13, 14]]",0.05,0.05
41,所長各位副所長各位長官大家早本週無提報事項報告完畢,所長各位副所長各位長官大家早本週無提報事項報告完畢,所長各位副所長各位長官大家早本週無提報事項報告完畢,[],0.0,0.0
42,三及一月三十下下星期三兩天執行春節前的,三七月三次向想下事十三兩天執行春節前的,由下十三十就下下二明這就天就是春節前的,"[['三', '由', 0, 1], ['七', '下', 1, 2], ['月', '十', 2, 3], ['次', '十', 4, 5], ['向', '就', 5, 6], ['想', '下', 6, 7], ['事', '二', 8, 9], ['十', '明', 9, 10], ['三', '這', 10, 11], ['兩', '就', 11, 12], ['執', '就', 13, 14], ['行', '是', 14, 15]]",0.3684210526315789,0.5789473684210527
